# catalogVersion;syncItemKey;pk;airportName;airportPhoneNumber;drivingDirection;hotelDirection;mvwcTransportInfo;shuttleServiceFlag;transportHelpInfo
Output Catalog:Online;airport_16_for_MapAndTransportation_00002;8797637361282;Savannah/Hilton Head International Airport - SAV;912-964-0514;Take Interstate 95 North to exit 8. Follow Highway 278 across the Hilton Head Island bridge. Travel approximately four miles to the Cross Island Expressway and pay the USD 1.25 toll. Take the expressway onto Palmetto Bay Road and proceed one mile, moving into the right lane. Take the first right turn onto Greenwood Drive. At the Sea Pines gate pay the USD 6 fee and turn right onto Plantation Drive. Turn right at the stop sign onto Lighthouse Road. The hotel is one-half mile on the right. Lobby phone number 843-363-3020.;45 miles NE;8796519382658;false;<ul><li>Estimated taxi fare: 100 USD (one way)</li></ul>
Output Catalog:Online;airport_38_for_MapAndTransportation_00003;8796514074242;Los Angeles International Airport - LAX;310-646-5252;Travel east on World Way to the ramp for CA-1/Sepulveda Boulevard South toward Interstate 105. Merge onto South Sepulveda Boulevard and continue to East Imperial Highway. Turn left and take the ramp for Interstate 105 East. Merge onto Interstate 105 East and continue to the exit for Interstate 605 North/Interstate 605 South. Merge onto Interstate 605 North. Take the Interstate 10 West exit toward Los Angeles then merge onto Interstate 10 East. Follow Interstate 10 East to the Monterey Avenue exit and turn right. Travel on Monterey Avenue for 1.5 miles to Shadow Ridge Road and turn left.;133.0 mi SE;8796514041474;false;<ul><li>Estimated taxi fare: 30.00 USD (one way)</li></ul>
Output Catalog:Online;airport_38_for_MapAndTransportation_00001;8796514139778;Palm Springs International Airport - PSP;760-318-3901;Turn left onto El Cielo Road and proceed to Ramon Road. Turn left and continue on Ramon Road for six miles to Interstate 10 East. Take Interstate 10 East to the first exit and turn right onto Monterey Avenue. Follow Monterey Avenue for 1.5 miles to Shadow Ridge Road and turn left.;20 miles E;8796514041474;false;<ul><li>Estimated taxi fare: 30.00 USD (one way)</li></ul>
Output Catalog:Online;airport_50_for_MapAndTransportation_00002;8796511288962;Charles De Gaulle - CDG;+33 17 036 3950;By car from CDG (44 km SE) Take A1/A3 Freeway direction Paris Est/Marne-la-Vallee, then Freeway A104 direction Marne-la-Vallee, then Freeway A4 direction Metz/Nancy - exit 14 direction Bailly-Romainvilliers Disneyland - first exit right to Bailly-Romainvilliers, at traffic light turn left, at round-about turn left direction Magny-le-Hongre. Resort is on your left at second traffic light. Transfer Service from/to Airport upon reservation at cost.;44.0 km SE;8796511223426;false;<ul><li>Alternate Transportation: Transfer service or bus</li><li>Estimated taxi fare: 120.00 EUR (one way)</li><li>Subway service fee: 18 EUR (one way)</li></ul>
Output Catalog:Online;airport_21_for_MapAndTransportation_00001;8796501425794;Honolulu International Airport - HNL;808-836-6411;Take H1- 93 West toward Waianae for 18 miles and exit right at Ko Olina. After passing the guard stand, drive one mile to Waipahe Place and turn right at Lagoon 4 Ulu'a.;18.0 mi E;8796501393026;false;<ul><li>Alternate Transportation: SpeediShuttle, reservation required 808-679-4804</li><li>Estimated taxi fare: 90.00 USD (one way)</li><li>Onsite Enterprise Rent-A-Car desk For additional transportation please contact concierge services at 808-679-4728 </li></ul>
Output Catalog:Online;airport_13_for_MapAndTransportation_00002;8796490055298;Philadelphia International Airport - PHL;215-937-6937;From West:Take Atlantic City Expwy East to Exit 5 - Rte. 9. Go left after paying $0.50 toll (exact change only) onto Rte. 9 head North. Follow approx. 4 miles to Fairway Lane. Turn left on Fairway Lane into Marriott's Fairway Villas, follow signs to Registration. From North: Follow Garden State Parkway South to Exit 48. Proceed to Rte. 9 South & go 7.5 miles, make a right on Fairway Lane. Turn right on Fairway Lane into Marriott's Fairway Villas. Follow signs to Registration. From South: I-95 North over Delaware Memorial Bridge, follow signs for Atlantic City / Route 40 East. Follow Route 40 east to Route 575 N. Follow 575 N 5 miles & take right on Jimmie Leeds Road. Follow 6 miles to Route 9 S. Hotel on right.;60 miles N;8796490022530;false;<ul><li>Alternate Transportation: Absolute Transportation</li><li>Estimated taxi fare: $140 USD (one way)</li></ul>
Output Catalog:Online;airport_12_for_MapAndTransportation_00001;8796487499394;Palm Springs International Airport - PSP;760-318-3901;"Exit airport, turn left on El Cielo. Go approx. 1/2 mile (6 /10ths) to Ramon Road. Turn left on Ramon Road, go 6 miles to I-10. Take I-10 E for 3 1/2 miles, exit Cook Street go right and proceed 2 1/2 miles to the Villas entrance. The entrance is on Cook Street, on right side of street 1/2 mile past Country Club Drive. The entrance is on the right approx. 1/2 mile past Country Club Drive. Turn right on
Riviera Drive.";14 miles SE;8796487433858;false;<ul><li>Estimated taxi fare: $45 - $50 USD (one way)</li></ul>
Output Catalog:Online;airport_4_for_MapAndTransportation_00002;8796481404546;Savannah/Hilton Head International Airport - SAV;912-964-0514;Take Exit 8 in South Carolina (Highway 278). Go East on Hwy 278 for approx. 20 miles. Go over two consecutive bridges that span the Inter Coastal waterway onto Hilton Head Island. As you reach the division of Hwy 278, stay in the right lane, following the signs for Hwy 278 business (William Hilton Parkway). Continue on William Hilton Pkwy, until the entrance to Port Royal Plantation which will be on your left. At traffic light, turn left and enter Port Royal Plantation. Turn left at 2nd road on left. Follow this road to the stop sign, turn right. Go through tunnel, turn right into the resort. If you are arriving after hours, press call button on keypad outside guardhouse to reach a resort associate to raise entrance gate.;45.0 mi NE;8796481339010;false;<ul><li>Airport shuttle service, fee: 35.00 USD (one way)</li><li>Estimated taxi fare: 58.00 USD (one way)</li></ul>
Output Catalog:Online;airport_42_for_MapAndTransportation_00002;8796430122626;Savannah/Hilton Head International Airport - SAV;912-964-0514;From I-95: Take exit 8 in South Carolina (Highway 278). Go East on Hwy 278 for approx. 20 miles. Go over two consecutive bridges that span the Inter Coastal waterway onto Hilton Head Island. As you reach the division of Hwy 278, stay in the right lane, following the signs for Hwy 278 business (William Hilton Parkway). Proceed approx. 6 miles to Shelter Cove Harbour, go past the plaza and the mall at Shelter Cove. At the traffic light, turn right, then take second quick left onto Shelter Cove Lane and continue 6/10 of a mile. The resort entrance is on the left.;45.0 mi NE;8796430057090;false;<ul><li>Estimated taxi fare: $85 USD (one way)</li></ul>
Output Catalog:Online;airport_48_for_MapAndTransportation_00001;8796444802690;Denver International Airport - DEN;303-342-2000;"Take I-70 West toward Vail/Grand Junction. Follow I-70 for 112 miles and take the Vail exit #176. Stay left in the roundabout and go back under I-70. At the second roundabout, turn right onto South Frontage Road. Follow South Frontage Road about 1 mile, then turn left onto West Lionshead Circle. The Ritz-Carlton Club<sup>&reg;</sup>, Vail, will be on your right at 728 West Lionshead Circle.";;8796444769922;false;
Output Catalog:Online;airport_37_for_MapAndTransportation_00001;8796535438978;Orlando International Airport - MCO;407-825-2001;SR # 417 South to exit 6 (SR 536 West) towards 535 (tolls apply). Turn right on World Center.;17.5 miles NE;8796535406210;false;<ul><li>Alternate Transportation: Mears Shuttle Service</li><li>Estimated taxi fare: 40 USD (one way)</li></ul>
Output Catalog:Online;airport_22_for_MapAndTransportation_00001;8796506766978;Orlando Sanford International - SFB;407-585-4000;Take FL-417 S to Orlando (Portions toll). Take the SR-528-TOLL West Exit 26, toward International Airport. Take the John Young Pkwy/ SR-423 Exit 3. South on John Young. Make a right onto Whisper Lakes. Make a left into the resort.;40.0 mi S;8796506734210;false;<ul><li>Estimated taxi fare: 100 USD (one way)</li></ul>
Output Catalog:Online;airport_56_for_MapAndTransportation_00001;8796433727106;Malaga International Airport - AGP;+34 95 204 8844;"From Malaga Airport follow the local roads towards C&#225;diz / Algeciras. Continue along the N340 towards Algeciras / C&#225;diz / Marbella for approximately 1 Km. Take the exit Benalm&#225;dena / Algeciras and continue along the A-7 for about 20 Km. Take the exit Fuengirola / Algeciras / Marbella. A-7 (Motorway) or continue towards Algeciras/Marbella AP-7 (Toll Road). In Marbella the two roads will re-connect and form the A-7 again. Continue along the A7 towards Algeciras/Cadiz, take the exit 181 A , drive through two tunnels and continue for approximately 3 Km. Take the exit Cancelada / Cambio de sentido, take the roundabout for &#190; and cross the bridge to the next roundabout direction Marbella/Malaga. Join the A-7 in the opposite direction and after 2 Km take the first exit after the Senator Banus Spa Hotel, El Presidente Km168. If you are using GPS you can enter these details in system to find Playa Andaluza better: N(+) 36.46501 W(-) 5.01755 Tom Tom : N3628.038' W501.080' NOTE: For your convenience we recommend to take the Toll Road (AP-7) as it will be faster.";70.0 km W;8796433694338;true;<ul><li>Estimated taxi fare: 95 EUR (one way) </li></ul>Alternate transportation: Contact the resort concierge desk for more information.
Output Catalog:Online;airport_32_for_MapAndTransportation_00001;8796498312834;Myrtle Beach International Airport - MYR;843-448-1580;Upon exiting Myrtle Bch Int'l Airport, go to 17 Bypass. Turn right on 17 Bypass towards North Myrtle Bch. Stay on 17 Bypass, turn right on 82nd Ave North (Parkway). Follow 82nd Ave North to next traffic light (Business 17/Kings Highway), go through traffic light for approx 1 mile. Make right on Grande Dunes Blvd.;12 miles S;8796498280066;false;<ul><li>Estimated taxi fare: $35 USD (one way)</li></ul>
Output Catalog:Online;MOairportSAV;8797637164674;Savannah/Hilton Head International Airport - SAV;912-964-0514;From Interstate 95 take exit 8 and continue for approximately 30 minutes on Highway 278. After crossing the bridge onto Hilton Head Island, travel 4 miles to the Cross Island Expressway toll road. Follow the expressway onto Palmetto Bay Road. Travel one mile and move to the left lane. Take the second exit onto Pope Avenue and proceed to the second traffic light. Turn right onto Cordillo Parkway and continue to the end of the road. Turn right and pass through the Sea Pines rear gate. The entrance fee is USD 6 per car. Monarch villas will be one mile on the left.;45 miles N;8796449029762;false;<ul><li>Estimated taxi fare: 100 USD (one way)</li></ul>
Output Catalog:Online;airport_9_for_MapAndTransportation_00001;8796472786562;Logan International Airport - BOS;800-235-6426;From 93 North: Exit 23. Stay left after tunnel and follow signs to the Aquarium. At first traffic light turn left following signs for Aquarium. Take a right onto State Street. Hotel is 1st driveway on the left. From 93 South: Exit 24A (Government Street). Left at traffic light following signs for Aquarium. Right onto State Street. The hotel is the first driveway on the left.;4 miles NW;8796472753794;false;"<ul>
    <li>Subway service, fee: $2.75 USD (one way)</li>
    <li>Estimated taxi fare: $30 USD (one way)</li>
</ul>"
Output Catalog:Online;airport_49_for_MapAndTransportation_00001;8796446178946;Reno Tahoe International Airport - RNO;775-328-6400;Take US-580 South towards Carson City/South Lake Tahoe for approximately 30.6 miles to US-50. Continue on US-50 South approximately 22.3 miles to South Lake Tahoe. Estimated travel time 1 hour 15 minutes.;56 miles NE;8796446146178;false;<ul><li>Estimated taxi fare: $180 USD (one way)</li><li>Alternate Transportation: South Tahoe Airporter/Drop-off point is Lake Tahoe Resort Hotel next door, reservation required</li></ul>
Output Catalog:Online;airport_20_for_MapAndTransportation_00001;8796436807298;Lihue Airport - LIH;808-274-3800;"Exit the airport onto Ahukini Road, then take the first left turn onto Kapule Highway. Proceed to Rice Street and turn left. The resort entrance is approximately &#188; mile on the left. Continue up the driveway for approximately 1 mile crossing 2 bridges make a left at the second bridge and continue to Kalanipu'u.";0.5 miles S;8796436774530;false;<ul><li>Estimated taxi fare: $13 USD (one way)</li></ul>
Output Catalog:Online;airport_31_for_MapAndTransportation_00002;8796528688770;Los Angeles International Airport - LAX;310-646-5252;"Drive south on Highway 405 to south 73 toll road. Exit at Newport Coast Drive (Inquire about toll), continue south approx. 2.5 miles to Pelican Hill Road South. Turn left into the resort.</li><li>Pay Tolls Online or with Free App! All drivers must pay tolls electronically - no cash. Visitors and infrequent drivers of The Toll Roads must pay online or via the free app using the One-Time-Toll<sup>&reg;</sup> payment option. Tolls must be paid within 5 days before or 5 days after driving the roads to avoid receiving a violation notice. Download the app, ""The Toll Roads"" in the Apple or Google Play Stores.";46.0 mi NW;8796528656002;false;<ul><li>Estimated taxi fare: $175.00 USD (one way)</li></ul>
Output Catalog:Online;airport_26_for_MapAndTransportation_00002;8796524822146;Savannah/Hilton Head International Airport - SAV;912-964-0514;From I-95 take exit 8, continue on Hwy 278 (approx. 30mins). Once over the HHI bridge, go approx. 4 miles to the Cross Island Expressway($1.25 toll road). Follow expressway onto Palmetto Bay Rd. Proceed 1 mile. Move to right lane, take first right onto Greenwood Dr. At Sea Pines gate, pay $5 usd per car fee. Make right onto Plantation DR. at stop sign, turn right onto Lighthouse Rd. For Harbour Club - 1 mile on right hand side. 144 Lighthouse Road Lobby phone number: 843-363-3020 For Heritage Club - Turn left on Lighthouse Lane, 3/4 mile on right. 12 Lighthouse Lane Lobby phone number: 843-363-3012;45.0 mi NE;8796524756610;false;<ul><li>Estimated taxi fare: $100 USD (one way)</li></ul>
Output Catalog:Online;airport_35_for_MapAndTransportation_00001;8796452994690;Phuket International Airport - HKT;+66 76 351 166;"From the Phuket International Airport: Turn right (going South) on road 4031. At the traffic light turn left (going East) on road 4026 (direction Phuket Town). Drive to the end until you reach the traffic lights and Highway 402 (Thepkassatri Road). Turn left (going North) on Highway 402 (direction Phang Na - Sarasin Bridge). Drive approximately 12 km passing the Blue Canyon Golf Club. You will see the Hotel Sign Marker (Marriott Vacation Club, JW Marriott, Renaissance) Turn left on the small road. Follow the small road straight about 800 meters, the road will go left, keep going about another 200 meters. The resort entrance of Marriott Vacation Club and JW Marriott Hotel will be on your right (same entrance). 
<br><br>
Resort GPS Coordinates: DD (Decimal degrees) 
Latitude 8.166 
Longitude 98.295
<br><br>
DMS (degrees, minutes, seconds) 
Latitude N 8' 9' 57.6"" 
Longitude E 98' 17' 42""";10.0 km NW;8796452961922;false;
Output Catalog:Online;airport_43_for_MapAndTransportation_00001;8796548808322;Hilton Head Island Airport - HHH;843-255-2950;From airport turn left onto Beach City Rd. At intersection to William Hilton Parkway/Hwy 278, turn left on 278. Continue on William Hilton Pkwy past Port Royal Plantation. Just past the intersection at Mathews Drive/Folly Field Rd, take the third left onto Burkes Beach Rd. Take the first left onto Fifth Street, and the resort gatehouse will be located to the right. If arrive after hours, press call button on the keypad to reach a resort associate to raise the entrance gate. For GPS or Internet Mapping Systems, use destination address as follows: 10 Fifth Street, Hilton Head, SC 29928 as the resort address.;5 miles E;8796548742786;false;<ul><li>Estimated taxi fare: $30 USD (one way)</li></ul>
Output Catalog:Online;airport_52_for_MapAndTransportation_00001;8796539502210;Lihue Airport - LIH;808-274-3800;Follow signs to airport exit and at the intersection of Route 570 and Akuhini Highway proceed straight through the traffic light. Continue for approx two miles and at the next intersection (Akuhini Highway and Highway 50) turn left onto Highway 50. Travel on Highway 50 for approx ten miles to the left hand turn-off for Poipu/Tree Tunnel Road at Highway 520. Follow Highway 520 until you approach a middle turn lane and turn left onto Ala Kinoiki Road. Continue down this road until you reach the stop sign then turn right onto Poipu Road. Waiohai is the first entrance on the left just past Poipu Beach Park.;14.0 mi S;8796539469442;false;<ul><li>Estimated taxi fare: $50 USD (one way) </li></ul>
Output Catalog:Online;airport_36_for_MapAndTransportation_00001;8796533341826;Orlando International Airport - MCO;407-825-2001;SR # 417 South to exit 6 (SR 536 West) towards 535 (tolls apply). Turn right on World Center Drive and turn right on Vacation Way.;17.5 mi NE;8796533309058;false;<ul><li>Alternate Transportation: Mears Shuttle Service</li><li>Estimated taxi fare: 55 USD (one way)</li></ul>
Output Catalog:Online;airport_19_for_MapAndTransportation_00001;8796521152130;Orlando International Airport - MCO;407-825-2001;SR # 417 South to exit 6 (SR 536 West) towards 535 (tolls apply). Turn right on World Center Drive and turn right on Vacation Way.;17.5 miles NE;8796521119362;false;<ul><li>Alternate Transportation: Mears Shuttle Service</li><li>Estimated taxi fare: $55 USD (one way)</li></ul>
Output Catalog:Online;airport_14_for_MapAndTransportation_00001;8796517613186;McCarran International Airport - LAS;702-261-5211;From McCarran Intl Airport: Go north on Swenson/Airport exit 1.5 miles. Turn left (west) onto East Harmon Ave. Turn left after 1.1 miles into Planet Hollywood. Resort is on the left.;3.5 mi N;8796517580418;false;<ul><li>Estimated taxi fare: 15 USD (one way)</li></ul>
Output Catalog:Online;airport_50_for_MapAndTransportation_00001;8796511256194;Paris Orly Airport - ORY;+33 892 56 3950;ORY (47 km E) take Freeway A86 direction Creteil, Bobigny - take Freeway A4 direction Metz, Nancy - exit 14 direction Bailly-Romainvilliers Disneyland - first exit right to Bailly-Romainvilliers, at traffic light turn left, at round-about turn left direction Magny-le-Hongre. Resort is on your left at traffic light. Transfer Service from/to Airport upon reservation at cost.;47.0 km E;8796511223426;false;<ul><li>Alternate Transportation: Transfer service or bus</li><li>Estimated taxi fare: 120.00 EUR (one way)</li><li>Subway service fee: 18 EUR (one way)</li></ul>
Output Catalog:Online;airport_15_for_MapAndTransportation_00001;8796492185218;Hilton Head Island Airport - HHH;843-255-2950;Take Airport road to highway 278. Turn East. Follow 278 approximately 9 miles to the Sea Pines Traffic Circle. Follow the traffic circle to Pope Avenue. Follow Pope Avenue until it ends at Coligny Circle. Take first right onto to South Forrest Beach Drive. Take South Forrest Beach Drive 3/4 of a mile and Grande Ocean will be on the left hand side.;9 miles E;8796492152450;false;<ul><li>Estimated taxi fare: $30 USD (one way)</li></ul>
Output Catalog:Online;wk-resortMapsAndTransportation-KOA-001;8797012737666;Kona International Airport - KOA;808-327-9520;Upon leaving Kona International Airport, head north on Kupipi St. Make a slight left to stay on Kupipi St. Make a slight left toward Keahole Airport Road. Keep right at the fork and continue straight onto Keahole Airport Road. Turn left onto HI-19/Queen Kaahumanu Hwy for 17 miles and turn left onto Waikoloa Beach Dr. Make a U-turn at Kolea Beach Dr and hotel will be on the right.;19.3 mile N;8797012704898;;"<ul>
	<li>Estimated taxi fare: 65 USD  (one way) </li>
	<li>Speedi Shuttle or Resort Transportation; fee: 51 USD (one way) </li>
</ul>"
Output Catalog:Online;au-resortMapsTransportation-Directions-BNE-001;8796849487490;Brisbane Airport - BNE;+61 7 3406 3000;Depart toward Airport Drive on Ramp. Bear left onto Airport Drive on Ramp. Then keep straight onto Airport Dr. Take the ramp left for Southern Cross Way. Then take the ramp on the right for Gateway Mtwy/M11. Proceed to then take the ramp on the left for M1 toward Gold Coast. At exit 66, take ramp left for 10 toward Southport/ Sea World. Turn right onto 2/ Gold Coast Hwy/ Marine Pde. Turn left onto Surfers Paradise Blvd then turn right onto Cypress Ave. Turn right onto 2/ Ferny Ave/ Gold Coast Hwy. Finally, arrive at 2/ Ferny Ave/ Gold Coast Hwy on the left.;52.1 miles SE;8796849421954;;"<ul>
<li>Alternative transportation: Hughes Limousines - Valid for 4 persons. Additional person is extra, fee: 222 AUD (one way); reservation required</li>
<li>Bus service, fee: 44 AUD (one way)</li>
<li>Estimated taxi fare: 240 AUD (one way)</li>
</ul>"
Output Catalog:Online;SD-ResortMapsAndTransportation-FromSanDiegoIntAirport-001;8796725952130;San Diego International Airport - SAN;619-400-2404;"<dl>
	<ul>
		<dd><li>Travel east on Harbor Drive to downtown San Diego.</li></dd>
		<dd><li>Turn left onto Ash Street.</li></dd>
		<dd><li>Turn right onto Kettner.</li></dd>
		<dd><li>Turn left onto A Street.</li></dd>
		<dd><li>Our San Diego property is on the right.</li></dd>
	</ul>
</dl>";;8796725886594;;
Output Catalog:Online;SO-ResortAirportDirections-MIA;8796720184962;Miami International Airport - MIA;305-876-7000;At the traffic circle, take the 3rd exit onto the NW 21st St. ramp. Turn right at NW 21st Street. Take the ramp and keep right at the fork. Follow signs for FL-953 S/FL-836/Le Jeune Rd/Coral Gables. Continue straight and merge onto FL-953 S/S Le Jeune Rd via the ramp on the LEFT to FL-836 W. Merge onto FL-836 E via the ramp to Downtown (Partial toll road) Travel 3.9 miles and continue onto I-395 E (MacArthur Causeway). Travel 1.4 miles and continue onto Florida A1A N/State A1A N. Travel 3.7 miles then exit LEFT on Collins Avenue. Continue on Collins Avenue for 0.8 mile then turn right onto 14th St. Turn left onto Ocean Dr. and the resort will be on the left.;;8796720152194;;
Output Catalog:Online;airport_12_for_MapAndTransportation_00002;8796487466626;Ontario International Airport - ONT;909-544-5300;Exit E. Airport Drive to S. Archibald Ave. to I-10 East. Take I-10 for 78 miles to Cook St. exit. Exit Cook Street go right and proceed 2 1/2 miles to the Villas entrance. The entrance is on Cook Street, on the right side of the street 1/2 mile past Country Club Drive.;85 miles W;8796487433858;false;
Output Catalog:Online;airport_8_for_MapAndTransportation_00001;8796483206786;Southwest Florida International Airport - RSW;239-590-4800;Follow signs to 1-75 South. Merge onto 1-75 S. Go approx. 27 miles to Exit 101 (CR 951 S/Collier Blvd). Merge onto CR-951 S towards Marco Island. Resort will be approx. 18 miles on the right.;59 miles S;8796483174018;false;<ul><li>Alternate transportation: NT&T, reservation required</li><li>Estimated taxi fare: $65 USD (one way)</li></ul>
Output Catalog:Online;airport_57_for_MapAndTransportation_00002;8796478160514;Kapalua Airport - JHM;808-665-6108;From Kapalua West Airport turn left onto HONOAPIILANI HWY/HWY 30, turn right at KAANAPALI PKWY traffic light, proceed 1/4 mile to NOHEA KAI DRIVE, turn left and Resort entrance will be on right.;7.0 mi W;8796478094978;false;<ul><li>Estimated taxi fare: 15 USD (one way)</li></ul>
Output Catalog:Online;airport_23_for_MapAndTransportation_00001;8796422258306;Northwest Florida Beaches International Airport - ECP;850-763-6751;Turn right/west from airport onto Highway 388. Turn left/south onto Highway 79. Turn left/east onto Highway 98-Panama City Beach Parkway. Turn right onto the service road for Thomas Drive/NSA Main gate/Bay Point. Turn left/east onto Front Beach Road. Stay to the right of the overpass ramp and continue east to Thomas Drive. Turn right onto Thomas Drive. Turn left onto Magnolia Beach Road. Magnolia Beach Road will veer to the right and change its name to Delwood Beach Road. Turn right onto Jan Cooley Road. Turn right and drive through the Bay Point resort's main gate. Turn left at the traffic circle and continue to Marriott's Legends Edge at Bay Point (4000 Marriott Drive).;21 miles W;8796422225538;false;<ul><li>Alternate Transportation: Ride on Shuttle-reservation required</li><li>Estimated taxi fare: 55 USD (one way)</li></ul>
Output Catalog:Online;airport_31_for_MapAndTransportation_00001;8796528721538;John Wayne Airport - SNA;949-252-5200;"Turn right on MacArthur Blvd. Take MacArthur Blvd to south 73 toll road. Exit Newport Coast Drive (Inquire about toll), continue south approx. 2.5 miles to Pelican Hill Road South. Turn left into the resort.</li><li>Pay Tolls Online or with Free App! All drivers must pay tolls electronically - no cash. Visitors and infrequent drivers of The Toll Roads must pay online or via the free app using the One-Time-Toll<sup>&reg;</sup> payment option. Tolls must be paid within 5 days before or 5 days after driving the roads to avoid receiving a violation notice. Download the app, ""The Toll Roads"" in the Apple or Google Play Stores.";9.0 mi N;8796528656002;false;<ul><li>Estimated taxi fare: $40 USD (one way)</li></ul>
Output Catalog:Online;airport_43_for_MapAndTransportation_00002;8796548775554;Savannah/Hilton Head International Airport - SAV;912-964-0514;Follow signs to I-95 North to South Carolina. Once, in South Carolina, take Exit 8, Highway 278 East to Hilton Head Island (approximately 20 miles). After crossing the two consecutive bridges onto Hilton Head Island, follow 278 East Business - William Hilton Parkway (not Highway 278 Toll) for 6.3 miles. Just past the intersection at Mathews Drive/Folly Field Road, take the second left onto Burkes Beach Road. Take the first left onto Fifth Street and the resort gatehouse will be located straight ahead. If arrive after hours, press call button on the keypad to reach a resort associate to raise the entrance gate.;45.0 mi NE;8796548742786;false;<ul><li>Estimated taxi fare: $85 USD (one way)</li></ul>
Output Catalog:Online;airport_27_for_MapAndTransportation_00001;8796522954370;Lihue Airport - LIH;808-274-3800;From Lihue Airport: Exit on Ahukini Road, first left on Kapule Hwy, left on Rice Street, continue approx. 1/4 mile, Kauai Marriott entrance on left.<li>Airport shuttle service, on request, complimentary</li><li>Estimated taxi fare: $10 USD (one way)</li>;1.0 mi SE;8796522921602;;
Output Catalog:Online;airport_18_for_MapAndTransportation_00001;8796496739970;Hilton Head Island Airport-HHH;843-255-2950;Turn left out of the airport onto Beach City Road. Follow to Hwy 278, William Hilton Parkway. Turn left on Hwy 278 and follow to King Neptune Drive. Turn right on King Neptune Drive and take your second left onto Shelter Cove Lane. The resort is 1/2 mile ahead on the left.;6 miles E;8796496707202;false;<ul><li>Estimated taxi fare: $30 USD (one way)</li></ul>
Output Catalog:Online;airport_3_for_MapAndTransportation_00001;8796461383298;Queen Beatrix International Airport - AUA;+297 524 2424;From Queen Beatrix Airport: Follow signs to Oranjestad/downtown. Continue on L.G. Smith Blvd, follow signs to hotel area/California Lighthouse. Continue on blvd. for approx. 3.5 miles. Ocean Club is on left.;7 miles NW;8796461350530;false;<ul><li>Estimated taxi fare: $30 USD (one way)</li></lu>
Output Catalog:Online;airport_28_for_MapAndTransportation_00001;8796449062530;Hilton Head Island Airport - HHH;843-255-2950;Take Airport Road to Highway 278 and turn east. Follow Highway 278 approximately 9 miles to the Sea Pines Traffic Circle. Take the third exit onto Pope Avenue and proceed to the second traffic light. Turn right onto Cordillo Parkway and continue to the end of the road. Turn right and pass through the Sea Pines rear gate. The entrance fee is USD 6 per car. Monarch villas will be one mile on the left.;9 miles E;8796449029762;false;<ul><li>Estimated taxi fare: 25 USD (one way)</li></ul>
Output Catalog:Online;airport_29_for_MapAndTransportation_00001;8796424158850;Denver International Airport - DEN;303-342-2000;Take Interstate 70 West for approx 98 miles to exit 203 for Highway 9 South/Frisco/Breckenridge. Follow Highway 9 for 10 miles to Breckenridge. Drive through the town and at the sixth traffic light turn right onto Broken Lance Drive. Turn right at the stop sign and continue for 1/8 mile. Marriott's Mountain Valley Lodge will be on the right side of the road.;98.0 mi NE;8796424126082;false;<ul><li>Contact our At Your Service Team at 970-453-8500 for information on transportation</li></ul>
Output Catalog:Online;PA-resortMapsAndTransportation-Airport-HKT-001;8797311385218;Phuket International Airport  - HKT;+66 76 351 166;Take Highway 4026 east to Highway 402 and head north. Turn left at kilometer marker 38.;12.4 miles NW;8797311352450;;<!-- Local taxi service from airport to hotel is THB 500/way or estimated 15 USD -->
Output Catalog:Online;airport_2_for_MapAndTransportation_00001;8796459515522;Queen Beatrix International Airport - AUA;+297 524 2424;From Queen Beatrix Airport: Follow signs to Oranjestad/downtown. Continue on L.G. Smith Blvd, follow signs to hotel area/California Lighthouse. Continue on blvd. for approx. 3.5 miles. Ocean Club is on left.;4.3 miles NW;8796459482754;false;<ul><li>Estimated taxi fare: $30 USD (one way)</li></ul>
Output Catalog:Online;airport_42_for_MapAndTransportation_00001;8796430089858;Hilton Head Island Airport - HHH;843-255-2950;Turn left out of the airport onto Beach City Road. Follow to Hwy 278, William Hilton Parkway. Turn left on Hwy 278 and follow to King Neptune Drive. Turn right on King Neptune Drive and take your second left onto Shelter Cove Lane. The resort is 1/2 mile ahead on the left.;6 miles E;8796430057090;false;<ul><li>Estimated taxi fare: $30 USD (one way)</li></ul>
Output Catalog:Online;airport_54_for_MapAndTransportation_00001;8796541763202;Cyril E. King Airport - STT;340-774-5100;"After exiting the airport grounds continue until the traffic light and turn right. Follow the main road (route 30). On your way you will pass the Nisky Shopping Center on the right, next you will pass the Total Gas station on your left, following the Banco Popular on your left and the Texaco Gas station on your left. Keep following the waterfront and start moving into the right lane. Continue going on the main road, you will pass the Fire Station on your left. After the waterfront take a right at the next big 4-way intersection and follow the road along the Yacht Haven Grande Mall on your right. At the next light continue straight, you will pass Wendy's and then Havensight Mall/Cruise Ship Dock on your right side. Continue uphill until the 315 - 30 Junction. Cross over and continue straight ahead, Marriott's Frenchman's Cove will be +/- &#189; mile on your right.";Hotel direction: 6.0 mi SE;8796541730434;false;<ul><li>Estimated taxi fare: $10 USD (one way) per person plus fee for bags ranging from $2-4/bag</li></ul>
