# catalogVersion;code;pk;name;altName;resortDisplayName;intro;description;importantNotice;alertArea;closuredatesinfo;legalCodeArea;lookUpResortCode;marshaHotelCode;tswResortID;excludeTripAdvisor;resortAddress;resortData;resortFeatures;brands;onlineDate;offlineDate;disclaimer
Output Catalog:Online;KA;8796164194305;Marriott's Kauai Beach Club;Marriott's Kauai Beach Club;;<strong>Take a slice out of life in paradise.</strong> Tucked within a scenic cove on Kalapaki Beach — one of Hawaii's most breathtaking and beloved beaches — Marriott's Kauai Beach Club invites you to an exotic Kauai vacation. In this wonderland of natural beauty, you'll find relaxation, recreation and restoration in a uniquely Hawaiian way.;On the enchanting island of Kauai — the Garden Isle of shimmering lagoons, ivory beaches and lush rain forests — this spectacular beachfront resort invites you to experience life in paradise.;<p>Please note that our villas do not have full kitchens. Instead they offer a small gourmet center which includes a microwave, mini refrigerator, coffee maker, blender, toaster, dishwasher and utensils. A gourmet center is not included in the Guestroom (lock-off) accommodations and all Parlor accommodations are equipped with a Queen wall bed.</p><p>In addition, our villas do not have washers and dryers in the units, however, we do have laundry facilities on property for guest use.</p><p>Please be advised that the Kauai Beach Club will be renovating our villas from August 17, 2018 through February of 2019.  Renovations will be completed floor by floor and take place daily between 9:00 a.m. - 5:00 p.m. during which there will be considerable construction-related noise.  We sincerely apologize for any inconvenience this may cause during your stay and thank you for your understanding.</p>;;;;;LIHKA;KA;false;8796523642498;8796523675266;8796523708034;8796142567515;;;
Output Catalog:Online;KN;8796162850817;"Marriott's Kauai Lagoons - Kalanipu&#699;u";Marriott's Kauai Lagoons - Kalanipuʻu;;<strong>Whatever your vacation bliss, you'll find it here.</strong> At Marriott's Kauai Lagoons – Kalanipuʻu, you can experience all that makes Kauai such an alluring vacation paradise. Whether it's activity and adventure or restoration and relaxation you seek, you'll find it here.;As part of a master-planned community with more than 500 acres of verdant foliage, sparkling lagoons and scenic coastline, this lush tropical resort offers a uniquely serene Hawaiian experience.;<p>Please note, Marriott's Kauai Lagoons - Kalanipuʻu and Marriott's Kauai Beach Club are separate resorts.  Pool and lounge chair privileges are limited to the property at which the guest is booked.</p><p>The property adjacent to our resort started construction activities in January, 2016 that are still ongoing. While impact to our guests is expected to be minimal, some resort views may be affected and guests may note some construction related activities/noise Monday through Friday during daylight hours. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.</p><p>Kauai Lagoons is currently scheduled to undergo villa renovations from October 2018 until December 2018. Guests can expect construction related noise during these efforts. Amenities will remain available. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.</p>;;;;;LIHKN;KN;false;8796438019714;8796438052482;8796438085250;8796142567515;;;
Output Catalog:Online;KO;8796163866625;Marriott's Ko Olina Beach Club;Marriott's Ko Olina Beach Club;;<strong>Say Aloha to the Ko Olina vacation of your dreams.</strong> On the calm leeward side of the island of Oahu, nestled on a lush, 640-acre gated community filled with crystal-clear lagoons, you'll discover a Hawaiian hideaway that embodies the local philosophy of “living pono,” living in harmony with nature.;On Oahu's calm southwest shore, within the Ko Olina Resort & Marina, this refined resort surrounds you with the jaw-dropping, dramatic beauty of nature at her best. Here, you'll find everything you need to make your Oahu vacation complete.;;;;;;HNLKO;KO;false;8796503555714;8796503588482;8796503621250;8796142567515;;;
Output Catalog:Online;LR;8796163964929;Marriott's Lakeshore Reserve;Marriott's Lakeshore Reserve;;<strong>Get refreshed, re-energized and reconnected at this distinguished destination. </strong>Situated within the tropical, tranquil 500 acres of Orlando's Grande Lakes property, this premium resort invites you to stay, play and get away from it all on a memorable Orlando vacation.;At this sophisticated retreat on the 500-acre Grande Lakes property, you'll find enchanting surroundings, enriching activities, award-winning amenities and endless ways to enjoy an Orlando vacation.;;;;;;MCOLR;LR;false;8796508339842;8796508372610;8796508405378;8796142567515;;;
Output Catalog:Online;LE;8796162621441;Marriott's Legends Edge at Bay Point;Marriott's Legends Edge at Bay Point;;<strong>Discover luxury without compromise.</strong> With soothing lagoon views on one side and emerald green golf courses on the other, Marriott's Legends Edge at Bay Point is a stunning setting for your Panama City vacation.;Along Florida's magnificent Gulf Coast in the quaint waterside community of Bay Point, this stunning resort is a rare find among Panama City hotels. Here, you'll discover a balance of tranquility, laid-back leisure and as much — or as little — activity as you want.;;;;;;PFNLE;LE;false;8796423208578;8796423241346;8796423274114;8796142567515;;;
Output Catalog:Online;MQ;8796162883585;Marriott's Manor Club;Marriott's Manor Club;Marriott's Manor Club - Sequel;;;;;;;MA;PHFVI;MQ;false;8796438904450;8796438937218;;8796142567515;;;
Output Catalog:Online;MA;8796164259841;Marriott's Manor Club;Marriott's Manor Club;Marriott's Manor Club at Ford's Colony;<strong>Rejoice in a vacation based on choice.</strong> At Marriott's Manor Club at Ford's Colony, you'll find a historical Williamsburg hideaway that's dedicated to choice. Whether you want to visit renowned theme parks, revisit living history or relax at this majestic, exclusive retreat, the choice is yours.;Nestled among the rolling hills of the Williamsburg, Virginia woodlands in the private community of Ford's Colony, this country estate resort allows your family to experience the best of the country's here-and-now and way-back-when.;"Please note the Marsh Hawk golf course at Ford's Colony Country Club is closed for renovation starting June 1, 2017 with an estimated completion date of September 4, 2017. Booking tee times during this period will be affected; however, two other golf courses will be open. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.";;;;;PHFVI;MA;false;8796527672962;8796527705730;8796527738498;8796142567515;;;
Output Catalog:Online;MB;8796162916353;Marriott's Marbella Beach Resort;Marriott's Marbella Beach Resort;;<strong>Your stay here stays with you.</strong> Located in the heart of the Costa del Sol, this spectacular Mediterranean beach-front resort invites you to discover the enduring romance and powerful allure of a Marbella vacation.;Located on the shimmering Costa del Sol, this magical Mediterranean seaside resort invites you to experience the centuries old allure, romance and mystique of southern Spain.;<p class='owneronly'>Please <a href='https://owners.marriottvacationclub.com/medias/Maintenance-Closure-Schedule-Jan-2017.pdf?context=bWFzdGVyfGltYWdlc3w1ODAxM3xhcHBsaWNhdGlvbi9wZGZ8aW1hZ2VzL2hmYi9oMjcvODg4OTgyNTM5NDcxOC5wZGZ8NDc1NWEwZDdkYmU0N2RlMTU2NjkzZmExMzc2ZjJiYjEwZWZhM2RkYzFmZDRlNjg5NGVmMzZmMDY4ODQ1Yzk4Yg' target='_blank'>click here</a> to view our 2017-2018 maintenance schedule.</p>;;;;;AGPMB;MB;false;8796441591426;8796441624194;8796441656962;8796142567515;;;
Output Catalog:Online;MU;8796163244033;Marriott's Maui Ocean Club;Marriott's Maui Ocean Club;Marriott's Maui Ocean Club - Lahaina & Napili Tower;;;;;;;MH;HNMMU;MU;false;8796459122306;8796459155074;;8796142567515;;;
Output Catalog:Online;MH;8796163538945;Marriott's Maui Ocean Club;Marriott's Maui Ocean Club;Marriott's Maui Ocean Club - Molokai, Maui & Lanai Towers;<strong>Savor the moments now.</strong> Cherish the memories forever. Located on Kaanapali Beach, this Maui retreat provides all the ingredients for an unforgettable Hawaiian vacation: breathtaking scenery, soothing tropical breezes, relaxation, adventure and unexpected moments of bliss.;On the crystal sands and azure waters of Maui's Kaanapali Beach among lush rainforests and volcanic mountains, this resort is a picture postcard perfect oasis of relaxation, adventure and bliss.;"<p>Beginning August 18, 2018 through November 17, 2018, Marriott's Maui Ocean Club, Lahaina & Napili Towers will be renovating our villas. Refurbishment activity will occur daily from 8:00 am - 5:00pm. During these hours guests may experience typical construction noise such as operating machinery, moving containers and carpentry work.  All existing resort amenities will remain open and fully-operational for guest use and enjoyment. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.</p><p>Please note that the Maui Ocean Club I Suites are equipped with a kitchenette which does NOT include a stove/oven or cooktop. A communal kitchen is available in the Molokai Tower at the lobby level (across from the Front Desk) for you use.  BBQs are also available. For additional details please email <a href=""mailto:mvchnmmh.prearrival@vacationclub.com"" target=""_top"">mvchnmmh.prearrival@vacationclub.com</a> or call the property at 808-667-1200.</p><p>The Molokai, Maui and Lanai suites have Wet Bar facilities only, which include a microwave, a small refrigerator, dishwasher, coffee maker, toaster, blender, and tableware. The suites do not have washer and dryers in the units, but we do have a large complimentary laundry room for our guests use.</p>";;;;;HNMMH;MH;false;8796459122306;8796459155074;8796480355970;8796142567515;;;
Output Catalog:Online;MO;8796163047425;Marriott's Monarch;Marriott's Monarch;;<strong>A place and vacation you won't soon forget.</strong> Spanning six oceanfront acres in the prestigious Sea Pines Plantation, this resort's stunning setting, exceptional amenities and idyllic location provide the perfect place to begin and end your memorable Hilton Head Island vacation days.;Spread across six oceanfront acres in Hilton Head Island's renowned Sea Pines Plantation, this resort invites you to discover that here, everything — the food, the surroundings, the sights, the recreation and the memories — is exceptional.;"<p>Please note there are substantial exterior fa&Ccedil;ade and interior renovations scheduled from January 6, 2018 through March 9, 2018. As a result, the Azalea and Camellia buildings will be closed during that time. Guests may expect loud noise to be associated with this project. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.</p><p>Check-in will be at Marriott's Monarch (the Welcome Center has closed). When you enter Sea Pines, you will need to pay the $6.00 entrance fee per car. At check-in, you will be given two gate passes that will allow entry to Sea Pines Plantation. Guests will be provided with parking passes for up to two vehicles to park at Monarch. No commercial or company vehicles allowed.</p>";;;;;HHHMO;MO;false;8796449947266;8796449980034;8796450012802;8796142567515;;;
Output Catalog:Online;MV;8796162654209;Marriott's Mountain Valley Lodge;Marriott's Mountain Valley Lodge;;<strong>Discover recreation and relaxation The Rocky Mountain way.</strong> Surrounded by the serenity and excitement of the Rocky Mountains and its glorious powdery slopes in the year-round playground of Breckenridge, this alpine escape will make — and leave — a lasting impression on you.;Tucked away amid the dramatic Rocky Mountains in one of Colorado's coziest ski villages, this picturesque resort welcomes you to the four-season playground of Breckenridge.;<p>Please note, our resort will be undergoing several enhancement projects beginning April, 2017 with an estimated completion date in June, 2017. While most of the work will take place in unoccupied areas, the resort may be impacted with pedestrian, driving, and parking access detours. Guests may expect noise, dust, debris, scaffolding and construction views throughout the course of the project. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.</p>;;;;;QKBVI;MV;false;8796424683138;8796424715906;8796424748674;8796142567515;;;
Output Catalog:Online;MS;8796162949121;Marriott's MountainSide;Marriott's MountainSide;;<strong>A cozy, cosmopolitan setting for your alpine retreat.</strong> Located on the slopes of the spectacular Park City ski area, Marriott's MountainSide is the perfect, posh base camp for your mountain vacation. Whether you come to ski or snowboard, take in all the Park City excitement or rugged beauty and wildlife of Utah, it's all nearby.;Built into the Wasatch foothills on the slopes of Park City, this charming resort surrounds you with rugged beauty, unspoiled wilderness and unlimited adventures.;"<p>Please note there will be construction efforts from the town of Park City at the end of the resort driveway beginning September 5, 2017 with an estimated completion date of October 10, 2017. During this time, guests can expect road closures, detours and intermittent noise from the hours of 8:00 a.m. until 6:00 p.m. daily. There will be alternate routes to access the garage. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.</p><p>The Activity Center will be closed for renovations beginning October 23, 2017 with an estimated completion date of December 1, 2017. There will be activities scheduled daily in other areas of the property or off-site. Activity schedules will be available upon check-in and prior to arrival. Guests may expect construction noise/activity daily from 8:00 a.m. until 6:00 p.m. We thank you for your understanding and sincerely apologize for any inconvenience this may cause. </p><p>Parking in the MountainSide garage is extremely limited. Indoor parking is limited to one vehicle per reservation and is complimentary. Additional parking is available at an off-site, outdoor, lot for a nightly fee. If you will be arriving with an additional vehicle or an over-sized vehicle, please call us in advance at 435-940-2042 to make arrangements prior to your arrival.</p><p>Please contact the resort at 435.940.2000 for any assistance. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.</p>";;;;;SLCMS;MS;false;8796443819650;8796443852418;8796443885186;8796142567515;;;
Output Catalog:Online;NC;8796164292609;"Marriott's Newport Coast<sup>&reg;</sup> Villas";Marriott's Newport Coast® Villas;;<strong>A spectacular Southern California sweet spot.</strong> From its perch high above the Pacific, Marriott's Newport Coast® Villas embodies the exquisite beauty and quintessential culture of Southern California. This Mediterranean-style resort covers 75 gorgeously maintained acres filled with areas and activities for everyone.;Perched on a bluff overlooking Catalina Island and the majestic Pacific, this Tuscan-inspired gem covers 75 lush, landscaped acres filled with activities, amenities and opportunities for a memory-making California vacation.;;;;;;LAXNC;NC;false;8796530327170;8796530359938;8796530392706;8796142567515;;;
Output Catalog:Online;PS;8796164325377;Marriott's Ocean Pointe;Marriott's Ocean Pointe;;<strong>Coastal paradise at your own pace.</strong> Surrounded by the swaying palm trees, fresh coastal breezes and expansive beaches of delightful Singer Island, Marriott's Ocean Pointe is a scenic and elegant retreat, ideal for relaxing, recharging and experiencing a South Florida vacation your way.;Located on the Atlantic side of Singer Island just north of glamorous Palm Beach, this distinctive resort provides a golden opportunity for a memory-making vacation on Florida's Gold Coast.;<p>Please note that refurbishment efforts for the Cobia Building will be taking place from September 2017 through November 2017. During the latter part of September, our Cobia Pool and Spa will be closed for resurfacing. The other two remaining pool areas at the resort will be available for guests. Guests may observe construction related activities/noise in the area during this time. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.</p>;;;;;PBIPS;PS;false;8796532227714;8796532260482;8796532293250;8796142567515;;;
Output Catalog:Online;OW;8796163833857;"Marriott's OceanWatch at Grande Dunes<sup>&reg;</sup>";Marriott's OceanWatch at Grande Dunes®;;<strong>Two great worlds in one stylish, soothing Southern escape.</strong> Located within the unique and elegant Grande Dunes community, this beach-front resort allows you to choose between two spectacular settings:  Seaside Villas on the white sand beaches of Myrtle Beach's famed Grand Strand and Woodsy Villas tucked among natural sand dunes and legendary live oaks.;Located within Myrtle Beach's exceptional Grande Dunes master-planned community, this charming and elegant retreat offers you the luxury of choice. Whether your family prefers the beach or forest, you'll find your fit in this South Carolina vacation paradise.;;;;;;MYROW;OW;false;8796500377218;8796500409986;8796500442754;8796142567515;;;
Output Catalog:Online;SN;8796163080193;Marriott's Oceana Palms;Marriott's Oceana Palms;;<strong>Make golden memories on Florida's gold coast.</strong> On balmy, breezy Singer Island (one of the best-kept secrets in Florida), surrounded by the aquamarine waters of the Atlantic and soft sand beaches, this contemporary resort offers extraordinary beauty, extensive amenities and access to a privileged location.;Along Florida's Gold Coast on picturesque Singer Island, this peaceful, relaxing retreat is separated from the mainland and from the real world, allowing you to experience a South Florida vacation that is exceptional in every way.;"Please note the property adjacent to our resort will have construction activities through late 2018. We will do our best to minimize impact to our guests; however, there may be occasional detours for parking and pedestrian/vehicular traffic. Construction related activities/noises may be observed over the course of this project. Please email MVWNextDoorConstruct@vacationclub.com for additional specific details. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.";;;;;PBISN;SN;false;8796451913346;8796451946114;8796451978882;8796142567515;;;
Output Catalog:Online;PB;8796163112961;Marriott's Phuket Beach Club;Marriott's Phuket Beach Club;;<strong>Experience the wonders and intrigue of Thailand.</strong> On the immaculate sands of Mai Khao beach, this beautiful resort makes a welcoming and stunning home base for exploring and experiencing an authentic Thai vacation.;Surrounded by tropical gardens on the pristine shores of the Andaman Sea, this exotic resort is a true Thai treasure that allows you to experience the best of the Far East.;<p>Please note the tennis court at the adjacent JW Marriott hotel will be closed for resurfacing from May 16, 2017 to May 30, 2017. The tennis court at the nearby Marriott's Mai Khao Beach resort will be available for guests during this time. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.</p>;;;;;HKTPB;PB;false;8796454534786;8796454567554;8796454600322;8796142567515;;;
Output Catalog:Online;PY;8796162818049;Marriott's Playa Andaluza;Marriott's Playa Andaluza;;<strong>Savor all the splendor of southern Spain.</strong> Located in the enchanting town of Estepona on the Costa del Sol, this elegant resort is a spectacularly scenic setting for a Spanish vacation to relish and remember. Whether you seek solitude, socialization or a balance of both, you'll discover it here.;On the warm waters of the Costa del Sol, in the charming seaside town of Estepona, this stunning resort surrounds you with the authentic color, character and flavor of southern Spain.;"<ul><li>Please <a target=""_blank"" href=""http://owners.marriottvacationclub.com/medias/ANM-Web-info-2017-2018-new.pdf?context=bWFzdGVyfGltYWdlc3w0OTYwN3xhcHBsaWNhdGlvbi9wZGZ8aW1hZ2VzL2g1My9oMzUvODkxNDg0MzIwNTY2Mi5wZGZ8Njc4YzUwNDVjMzZkZTVmMWZlNmUyODQ1ZmJmZmRmMDVkMjBlMmJjNzU2OGRiNDc4MWM3NmExZjU2YTcxZjI0Yw"">click here</a> to view our 2017-2018 maintenance schedule.</li></ul>";;;;;AGPPY;PY;false;8796435627650;8796435660418;8796435693186;8796142567515;;;
Output Catalog:Online;RO;8796164358145;Marriott's Royal Palms;Marriott's Royal Palms;;<strong>An enchanting retreat in the land of magical vacations.</strong> Tucked among a meticulously manicured, serene landscape, Marriott's Royal Palms offers a vacation experience filled with sights, surroundings and moments you'll remember.;"In the heart of Orlando — nestled in an oasis of glorious palms, quiet lakes and placid pools — this tranquil resort puts you next to Orlando World Center Marriott<sup>&reg;</sup> and minutes from Orlando's famous theme parks.";Please note refurbishment efforts for the villas, roadways, and parking lots will begin October 7, 2017 through late November, 2017 and resume January 6, 2018 through March, 23, 2018. Guests may expect intermittent construction related activities/noise during this time. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.;;;;;MCORP;RO;false;8796534423170;8796534455938;8796534488706;8796142567515;;;
Output Catalog:Online;SA;8796164390913;Marriott's Sabal Palms;Marriott's Sabal Palms;;<strong>Discover sun, fun and serenity in the heart of Orlando.</strong> At this family-friendly retreat, you'll appreciate the beauty of contrasts. You have the excitement and action of central Florida nearby — and a tranquil retreat to call home.;"This oasis of comfort and calm, minutes from the world's favorite fun theme parks and adjacent to the Orlando World Center Marriott<sup>&reg;</sup>, specializes in making Orlando vacations even more magical and memorable.";<p>Villa renovation efforts are scheduled to begin August 28, 2016 with an expected completion date of October 28, 2016.  The project includes renovation efforts in six (6) of our buildings.  Each will be closed, one at a time, to ensure the least amount of impact to our owners and guests.  While we expect the impact to be minimal, there may be daily periods of intermittent noise in the area.  Thank you for your understanding.  Should you need additional information, please contact the resort at 407-238-6200.</p>;;;;;MCOSP;SA;false;8796536323714;8796536356482;8796536389250;8796142567515;;;
Output Catalog:Online;ST;8796163899393;Marriott's Shadow Ridge;Marriott's Shadow Ridge;Marriott's Shadow Ridge - Enclaves;;;<p>Please note that the pools and slide will be closed for refurbishment from January, 2017 to April, 2017. There will be access to at least one pool during this time. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.</p><p>Due to local water restrictions, splash pads will have reduced hours and pool misters will only be used on days over 100 degrees. Misters at Chuckwalla/Enclaves bars will run on days over 95 degrees. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.</p>;;;;SR;CTDST;ST;false;8796504374914;8796504407682;;8796142567515;;;
Output Catalog:Online;SR;8796164063233;Marriott's Shadow Ridge;Marriott's Shadow Ridge;Marriott's Shadow Ridge - Villages;<strong>Discover a desert oasis of infinite beauty and opportunity. </strong>At the desert's edge with spectacular views of the Santa Rosa and San Jacinto mountains, this sophisticated resort invites you to a stylish and serene Palm Desert vacation.;Nestled in the foothills of the majestic Santa Rosa and San Jacinto mountains in the prestigious community of Palm Desert, this resort is a retreat the whole family will love and remember.;"<p>Please <a target=""_blank"" href=""//owners.marriottvacationclub.com/medias/Shadow-Ridge-Maintenance-Closure-Schedule.pdf?context=bWFzdGVyfHJvb3R8MjEyODAzfGFwcGxpY2F0aW9uL3BkZnxoZDMvaDRkLzg4ODYwMzcwNTM0NzAucGRmfDYyODA3M2IzMTI3NTg5MTNkNGY5ODdjYTQzOTc1Y2U2ZjI0YmJlYThjMjg4ZTRjYjg1NTFmZjE4MjFiZTlmNTU"">click here</a> to view our 2017 maintenance schedule.</p>";;;;;CTDSR;SR;false;8796516400770;8796516433538;8796516466306;8796142567515;;;
Output Catalog:Online;KT;8796162686977;Marriott's St. Kitts Beach Club;Marriott's St. Kitts Beach Club;;<strong>Relish recreation and inspiration in an island paradise.</strong> This spectacular oceanfront resort surrounds you with the intoxicating beauty and natural treasures of enchanting St. Kitts — and enough opportunities to keep the entire family entertained.;Fill your heart and soul with new experiences in one of the most seductive spots in the Caribbean. On the captivating island gem of St. Kitts, this beachfront escape offers a remarkable island vacation.;"Please note that this resort does not have elevators.  The buildings are three stories high and the villas only accessible by stairs.  If you have special needs, please contact the resort Pre-Arrival Planner at <a href=""mailto:mvc.skbkt.prearrival@marriott.com"">mvc.skbkt.prearrival@marriott.com</a>";;;;;SKBKT;KT;false;8796426911362;8796426944130;8796426976898;8796142567515;;;
Output Catalog:Online;BI;8796162719745;Marriott's StreamSide;Marriott's StreamSide;Marriott's StreamSide - Birch;<strong>A top-notch experience year-round.</strong> Surrounded by towering mountains, set among evergreens and overlooking Gore Creek, this alpine resort invites you to discover how Vail is more than the quintessential ski resort — it's an extraordinary vacation destination.;In the celebrated and vibrant ski village of Vail, Colorado, secluded in its own rustic and quiet enclave, this the perfect base camp to experience four seasons of family-friendly adventure and leisure.;Please note there is an enhancement project scheduled for the three spa areas around the StreamSide property beginning on May 1, 2017 with an estimated completion date of September 31, 2017. During this time, the spa areas will be closed. However, the indoor/outdoor pool and the two spas located at the Clubhouse will continue to be available for guest use during normal operating hours 8 a.m. - 11p.m. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.;;;;;WHRBI;BI;false;8796428877442;8796428910210;8796428942978;8796142567515;;;
Output Catalog:Online;DO;8796163211265;Marriott's StreamSide;Marriott's StreamSide;Marriott's StreamSide - Douglas;;;;;;;BI;WHRDO;DO;false;8796428877442;8796428910210;;8796142567515;;;
Output Catalog:Online;EV;8796164587521;Marriott's StreamSide;Marriott's StreamSide;Marriott's StreamSide - Evergreen;;;;;;;BI;WHRVI;EV;false;8796428877442;8796428910210;;8796142567515;;;
Output Catalog:Online;SM;8796164620289;Marriott's Summit Watch;Marriott's Summit Watch;;<strong>Discover Park City at its peak.</strong> Located on Historic Main Street, steps from eclectic shops, charming restaurants and the town ski lift, Marriott's Summit Watch is an idyllic home base for your alpine getaway. From the front door, everything enjoyable about Park City vacation is easily accessible.;Surrounded by the Wasatch Mountains in the storybook mountain town of Park City, Utah, this cozy resort invites you to experience an unforgettable vacation in an unbeatable location.;"<p>Please note that various construction projects will be completed at Summit Watch during the months of April, 2017 through June, 2017. During this time, the pool and hot tubs will be closed, access to buildings and restaurants will be restricted, and construction noise will occur. Please contact the resort at 435-647-4100 for specifics and additional inquiries. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.</p><br><p>On-site parking is limited to one vehicle per reservation, no oversized vehicles permitted (7'4"" max height). Off-site parking is offered nearby, subject to availability, for a fee. For details on off-site parking, you may call 435-647-4100.</p><br><p>Please <a href='https://owners.marriottvacationclub.com/medias/summitWatch-maintSchedule-2015.pdf?context=bWFzdGVyfHJvb3R8Nzg2MTJ8YXBwbGljYXRpb24vcGRmfGgwYy9oYjgvODgzNjM2MzcxNDU5MC5wZGZ8MTM0ODY1MjkxNzVjNDY2MDFmOGJkNTk0NmQ4NGUzZGQ1NTc2NzNiZTUxMzVjMTg4ZWFmOGNhNjEwOGM4MTg2Mg' target='_blank'>click here</a> to view information on our maintenance schedule.</p>";;;;;SLCVI;SM;false;8796547759746;8796547792514;8796547825282;8796142567515;;;
Output Catalog:Online;SU;8796162752513;Marriott's Sunset Pointe;Marriott's Sunset Pointe;;<strong>Get away from it all in the center of everything.</strong> Tucked into scenic Shelter Cove Harbour, Marriott's Sunset Pointe is a retreat that treats you to peaceful and private surroundings — and puts you in the middle of Hilton Head Island's world-famous recreations.;In Shelter Cove Harbour overlooking Broad Creek, this relaxed, intimate resort is a setting that puts you in the perfect position to enjoy a distinctive and memorable South Carolina vacation.;Please note the resort will be undergoing a villa refurbishment project beginning January 6, 2018. The villa refurbishment project will be completed in phases, with an estimated project completion date of February 23, 2018. During this time, guests may expect construction related activities/noise. Most of the heavy construction activity will likely occur during the hours of 9:00 a.m.- 6:00 p.m., seven days a week. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.;;;;;HHHPT;SU;false;8796430745218;8796430777986;8796430810754;8796142567515;;;
Output Catalog:Online;SF;8796164653057;"Marriott's SurfWatch<sup>&reg;</sup>";Marriott's SurfWatch®;;<strong>Enjoy the luxuries of the South Carolina Lowcountry.</strong> Amid rolling sand dunes and panoramic views of the Atlantic, this seaside resort surrounds you with impressive amenities inside and outdoors. Whether you want beach-centric relaxation, ocean adventures or urban indulgences, you'll find all you need for a spectacular Hilton Head Island vacation.;Located along a stretch of shoreline on scenic Hilton Head Island, this heavenly hideaway offers a hard-to-resist combination of a gorgeous setting, private oceanfront location and appealing amenities.;;;;;;HHHSF;SF;false;8796550151810;8796550184578;8796550217346;8796142567515;;;
Output Catalog:Online;TL;8796163014657;"Marriott's Timber Lodge<sup>&reg;</sup>";Marriott's Timber Lodge®;;<strong>Find your heaven in the High Sierras.</strong> In the center of Lake Tahoe's amazing South Shore at the base of the Heavenly Gondola, this rustic retreat allows you to make the best of the great indoors and outdoors yours.;In the center of Lake Tahoe's amazing South Shore in the heart of Heavenly Village, this alpine retreat is a vacation paradise for skiers, golfers, spa goers, show seekers and outdoor enthusiasts alike.;Please note renovation efforts have been scheduled at our resort. These efforts will begin September 5, 2017 with an anticipated completion date of November 20, 2017. Renovations will resume on March 19, 2018 with an estimated completion date of June 26, 2018. Guests can expect construction related activities/noise between the hours of 7 a.m. - 7 p.m., Monday through Sunday. Resort amenities will not be affected. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.;;;;;RNOTL;TL;false;8796447784578;8796447817346;8796447850114;8796142567515;;;
Output Catalog:Online;DP;8796164030465;Marriott's Village d'Ile-de-France;Marriott's Village d'Ile-de-France;;<strong>Savor all the flavors and favorites of France.</strong> In the charming and calming French countryside, Marriott's Village d'Ile-de-France is a grand sanctuary filled with options and opportunities to celebrate the sights, sounds and la belle vie of France.;In the intimate and inspiring French countryside, minutes from the excitement of Disneyland Paris and a short ride away from the cosmopolitan and historic treasures of Paris, this serene resort offers a complete French vacation experience.;<p>Identification of all occupying guests will be required upon check-in.</p><p>Please note there is ongoing construction on the land adjacent to the resort. For more information, please contact the resort. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.</p>;;;;;PARDP;DP;false;8796512960130;8796512992898;8796513025666;8796142567515;;;
Output Catalog:Online;DA;8796163178497;Marriott's Villas at Doral;Marriott's Villas at Doral;;<strong>Treat Yourself to a Secluded South Florida Retreat.</strong> At Marriott's Villas at Doral, whether you spend your days exploring South Beach, luxuriating on the beach or playing at the resort, you'll return to a comfortable, spacious retreat where the comforts of home – and the indulgences of a villa vacation – await.;Located in an upscale area of Miami, this lush resort is a serene and spacious retreat that puts you in proximity to everything that makes Miami and its postcard-perfect beaches famous.;<p>Various interior and exterior renovations are currently underway, with an expected completion date of November 30, 2016. Guests can expect some related activities/noise in the area. We thank you for your understanding and sincerely apologize for any inconvenience this may cause. Should you need additional information, please contact the Front Desk at 305.629.3400.</p><br><p>Please note that construction activity will be occurring adjacent to the resort through 2020. Although adjacent construction activity and noise will occur, the existing amenities and facilities of Marriott's Villas at Doral are not anticipated to be impacted. We thank you for your understanding and sincerely apologize for any inconvenience this may cause.</p>;;;;;MIADA;DA;false;8796458204802;8796458237570;8796458270338;8796142567515;;;
