# catalogVersion;syncItemKey;pk;resortFeatureAlert;resortFeatureDisclaimer;resortFeatureTitle;resortFeatureSubTitle;resortFeatureSummary;resortFeatureLegalCode
Output Catalog:Online;ResortFeature_00038;8796516466306;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p>In addition to gorgeous outdoor pools, whirlpool spas, a fitness center and planned family activities, golfers of all abilities will delight at the Shadow Ridge Golf Club, which includes the Marriott Golf Academy&#x2120;.</p><p class='owneronly'>Redeem Vacation Club Points for resort credit for on-site experiences and more at this property. <a id=""omr_destination_resortfeatures_tl"" data-name=""destination-resortfeatures-tl-ResortCreditProgram"" href=""/timeshare/mvco/resortcredit?region=NA&resort=SR"">View list of options</a>.</p>";
Output Catalog:Online;ResortFeature_00047;8796510371458;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p>Arriving at The Ritz-Carlton Club<sup>&reg;</sup>, St. Thomas, is a homecoming in the most pleasurable sense of the word. No matter how long you've been away, you will find everything ready for your stay. A rich palette of unparalleled residential and vacation amenities is at hand, as is the gracious, five-star service that epitomizes The Ritz-Carlton</sup>&reg;</sup>. </p>";
Output Catalog:Online;ResortFeature_00032;8796500442754;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p>Distinguished by its classic Mediterranean architecture and impressive ocean views, Marriott's OceanWatch offers indoor and outdoor pools, a fitness center and a variety of planned children's and family activities.  </p><p class='owneronly'>Redeem Vacation Club Points for resort credit for on-site experiences and more at this property. <a id=""omr_destination_resortfeatures_tl"" data-name=""destination-resortfeatures-tl-ResortCreditProgram"" href=""/timeshare/mvco/resortcredit?region=NA&resort=OW"">View list of options</a>.</p>";
Output Catalog:Online;ResortFeature_00010;8796486647426;;<p>Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.</p>;Resort Features;Resort Features;"<p>Surrounded by the hustle and bustle of exciting Central Florida, Marriott's Cypress Harbour is a double delight. It's mere minutes from the action, yet it feels a world away. And what a world it is: a land of sparkling lakes, winding paths, lush palms, and extensive activities and amenities. </p><p class='owneronly'>Redeem Vacation Club Points for resort credit for on-site experiences and more at this property. <a id=""omr_destination_resortfeatures_tl"" data-name=""destination-resortfeatures-tl-ResortCreditProgram"" href=""/timeshare/mvco/resortcredit?region=NA&resort=CY"">View list of options</a>.</p>";
Output Catalog:Online;ResortFeature_00028;8796450012802;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p> Amid beautifully wooded grounds and natural ponds, you'll find direct beach access, two swimming pools, a comprehensive fitness center and a variety of family and children's activities. Championship golf courses and miles of nature trails are within easy reach. </p><p class='owneronly'>Redeem Vacation Club Points for resort credit for on-site experiences and more at this property. <a id=""omr_destination_resortfeatures_tl"" data-name=""destination-resortfeatures-tl-ResortCreditProgram"" href=""/timeshare/mvco/resortcredit?region=NA&resort=MO"">View list of options</a>.</p>";
Output Catalog:Online;ResortFeature_00004;8796482190978;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p>In our secluded, heavily wooded setting, you'll discover in an impressive seafront pool complex, nearby golf courses, spacious private beach and abundant resort amenities.  </p><p class='owneronly'>Redeem Vacation Club Points for resort credit for on-site experiences and more at this property. <a id=""omr_destination_resortfeatures_tl"" data-name=""destination-resortfeatures-tl-ResortCreditProgram"" href=""/timeshare/mvco/resortcredit?region=NA&resort=BB"">View list of options</a>.</p>";
Output Catalog:Online;ResortFeature_00015;8796493299330;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p>Our manicured grounds are filled with activities of all types and for all ages &mdash; from shuffleboard, ping-pong and tennis to a fitness center, daily planned programs and outdoor, indoor and children's pools.</p><p class='owneronly'>Redeem Vacation Club Points for resort credit for on-site experiences and more at this property. <a id=""omr_destination_resortfeatures_tl"" data-name=""destination-resortfeatures-tl-ResortCreditProgram"" href=""/timeshare/mvco/resortcredit?region=NA&resort=GR"">View list of options</a>.</p>";
Output Catalog:Online;SO-ResortFeatures;8796720643714;;"<p style=""position:absolute; bottom:-25px; right:25px"">PL-16-021</p>";Property Features;;<p>The graceful curves and trademark red roof tiles of Marriott Vacation Club Pulse, South Beach welcome you to a quintessentially Miami experience. Step outside and palm-lined, sun-soaked streets put you within easy walking distance to the best South Beach has to offer. </p>;
Output Catalog:Online;ResortFeature_00026;8796525575810;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p>When not lounging by the pool or fitting in a quick workout in the fitness center, why not make the most of this desirable location &mdash; Steps from your villa door, a 5,000-acre retreat with seemingly endless activity and opportunity awaits.  </p>";
Output Catalog:Online;ResortFeature_00044;8796538814082;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;<p>Arriving at The Ritz-Carlton Club&reg, Aspen Highlands is a homecoming in the most pleasurable sense of the word. No matter how long you have been away, you will find everything ready for your stay. </p>;
Output Catalog:Online;ResortFeature_00046;8796537732738;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;<p>At The Ritz-Carlton Club&reg and Residences, San Francisco, you will find yourself surrounded by everything the world loves about San Francisco just steps outside your door - the stylish shopping in Union Square, the bustling energy of The Financial District, the charming cable cars and fine dining galore. </p>;
Output Catalog:Online;ResortFeature_00050;8796513025666;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;<p>On beautifully landscaped grounds that evoke the grandeur of a French palace, you'll discover crystal-clear pools outdoors and inside, a fully equipped fitness center, children's activity center and planned family activities. </p>;
Output Catalog:Online;ResortFeature_00005;8796466364034;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p>Location is everything and here, you have it all. Our resort puts you directly across from Fort Lauderdale beach &mdash; with famed Las Olas Boulevard, world-class golf and spas all nearby. Take your time taking in all this coastal town has to offer, and when you return, our sparkling pool, swanky lounge, and long list of pampering services await. </p>";
Output Catalog:Online;BK-resortFeatures-001;8797313220226;;;Resort Features;;"<p>Thailand is a feast for the senses &mdash; and Marriott Vacation Club at The Empire Place is the ideal home base to discover &mdash; or retreat from &mdash; it all. Nearby access to Bangkok's modern rail services makes exploring this magnificent metropolis convenient. When you're ready to escape from the city, an array of on-site amenities and warm Thai hospitality are just steps from your spacious apartment. </p>";
Output Catalog:Online;ResortFeature_00012;8796489105026;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p>In personality and design, Marriott's Desert Springs Villas reflects the storied Hollywood legacy, Native American heritage and desert magic of Palm Desert. Find your own piece of paradise by one of our seven luxurious outdoor pools or nearby at JW Marriott<sup>&reg;</sup> Desert Springs Resort & Spa. </p><p class='owneronly'>Redeem Vacation Club Points for resort credit for on-site experiences and more at this property. <a id=""omr_destination_resortfeatures_tl"" data-name=""destination-resortfeatures-tl-ResortCreditProgram"" href=""/timeshare/mvco/resortcredit?region=NA&resort=DE"">View list of options</a>.</p>";
Output Catalog:Online;ResortFeature_00007;8796471672450;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p>From spectacular golf courses and European spa to expansive manicured grounds with indoor and outdoor pools, Marriott's Club Son Antem caters to your senses and sensibilities.</p><p class='owneronly'>Redeem Vacation Club Points for resort credit for on-site experiences and more at this property. <a id=""omr_destination_resortfeatures_tl"" data-name=""destination-resortfeatures-tl-ResortCreditProgram"" href=""/timeshare/mvco/resortcredit?region=EU&resort=MC"">View list of options</a>.</p>";
Output Catalog:Online;ResortFeature_00048;8796445425282;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;<p>Work on your ski turn or golf swing and leave the details to us. Our services and amenities ensure a stay that will leave lasting family memories.</p>;
Output Catalog:Online;ResortFeature_00023;8796423274114;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;<p>Among meticulously manicured grounds, you'll find a zero-entry pool, children's pool, fully equipped fitness center and many planned children's and family activities. And a short walk takes you to the spectacular golf courses at Bay Point Golf Club.</p>;
Output Catalog:Online;ResortFeature_00031;8796530392706;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p>Soak up the California sun while lounging by one of the spectacular outdoor pools, keep fit at the state-of-the-art fitness center or savor a visit to our tranquil signature spa. Little ones love the children's pool, sports courts, mini putting green and activity areas.</p><p class='owneronly'>Redeem Vacation Club Points for resort credit for on-site experiences and more at this property. <a id=""omr_destination_resortfeatures_tl"" data-name=""destination-resortfeatures-tl-ResortCreditProgram"" href=""/timeshare/mvco/resortcredit?region=NA&resort=NC"">View list of options</a>.</p>";
Output Catalog:Online;ResortFeature_00024;8796527738498;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;<p>In the exclusive 3,000-acre planned community of Ford's Colony, surrounded by amenities and activities, the luxury of choice is yours. With a bike path, golf course, tennis courts, indoor and outdoor pools, a movie theater, a restaurant and spa, you can be as active or relaxed as you'd like.  </p>;
Output Catalog:Online;ResortFeature_00055;8796545793666;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p>Surrounded by four large pool complexes, an inviting lake, winding walkways and trails, Marriott's Grande Vista has something for everyone in the family. With a spacious and updated fitness center and planned activities, everyone can stay active. Golfers will delight at the adjacent Grande Vista Golf Club and the Marriott Golf Academy&#x2120;. </p><p class='owneronly'>Redeem Vacation Club Points for resort credit for on-site experiences and more at this property. <a id=""omr_destination_resortfeatures_tl"" data-name=""destination-resortfeatures-tl-ResortCreditProgram"" href=""/timeshare/mvco/resortcredit?region=NA&resort=GV"">View list of options</a>.</p>";
Output Catalog:Online;ResortFeature_00034;8796532293250;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p>This beachfront resort offers a private beach for sunning, swimming and watersports, a fitness center and planned children's and family activities</p><p class='owneronly'>Redeem Vacation Club Points for resort credit for on-site experiences and more at this property. <a id=""omr_destination_resortfeatures_tl"" data-name=""destination-resortfeatures-tl-ResortCreditProgram"" href=""/timeshare/mvco/resortcredit?region=NA&resort=PS"">View list of options</a>.</p>";
Output Catalog:Online;au-resortFeatures-001;8796850110082;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;;<p>Welcome to the Down Under holiday of your dreams. Our central location on the Gold Coast and comprehensive resort amenities allow you to spend more time enjoying yourself. Sample international cuisine, indulge in services at Ruby Spa, or unwind watching the tropical fish in our spectacular saltwater lagoon.</p>;
Output Catalog:Online;ResortFeature_00011;8796476849794;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p>Using the breathtaking backdrop of Palm Desert and its Native American heritage as inspiration, our resort reflects the spirit and style of the surroundings. Relax by heated pools, enjoy attentive concierge service, dine at on-site restaurants, or enjoy the perks &mdash; and excellent golf &mdash; at nearby JW Marriott<sup>&reg;</sup>  Desert Springs Resort & Spa.</p>";
Output Catalog:Online;ResortFeature_00033;8796451978882;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p>Your outstanding natural surroundings are matched with outstanding resort surroundings, including a zero-entry pool, state-of-the-art fitness center, outdoor sports areas and engaging activities for all ages. </p><p class='owneronly'>Redeem Vacation Club Points for resort credit for on-site experiences and more at this property. <a id=""omr_destination_resortfeatures_tl"" data-name=""destination-resortfeatures-tl-ResortCreditProgram"" href=""/timeshare/mvco/resortcredit?region=NA&resort=SN"">View list of options</a>.</p>";
Output Catalog:Online;ResortFeature_00054;8796543041154;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;"<p>From period architecture to a pristine private beach, Marriott's Frenchman's Cove is designed to delight you. Admire the sparkling Caribbean Sea from the infinity-edge pool, pamper yourself at the on-site spa, or stay in shape at the fitness center.</p>";
Output Catalog:Online;ResortFeature_00030;8796443885186;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;<p>As amazing as the surrounding area is, your surroundings here are just as impressive. No matter how you spend your days, you'll appreciate the large, heated central courtyard pool with whirlpool spa, on-site restaurants and ski-in/ski-out convenience to Park City slopes.</p>;
Output Catalog:Online;ResortFeature_00016;8796520300162;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;<p>Overlooking Calibogue Sound, Marriott's Harbour Club is a wonderfully serene and private hideaway in the heart of Harbour Town. Day after relaxing day, you'll enjoy thoughtful amenities and services, including planned family and children's activities, state-of-the-art fitness center and sparkling pool. </p>;
Output Catalog:Online;ResortFeature_00040;8796428942978;;Marriott International, Inc., Marriott Vacation Club International and their respective affiliates and subsidiaries, make no warranty, express or implied, as to the condition, capacity, performance or any other aspect of the activities, events, or service providers listed herein. No inquiry has been made into the activities or events, or the qualifications or the quality of services offered by the providers. Do not consider this an endorsement of or recommendation for any of the activities, events, or providers. Features, furnishings and amenities may be proposed and are subject to change.;Resort Features;Resort Features;<p>On expansive grounds designed to complement the breathtaking surroundings, you'll discover a host of options for activity and relaxation: heated indoor/outdoor pool and whirlpool spas, a fitness center and racquetball facility. </p>;
