code;pk;name;Activity_Number;Activity_Title;Activity_Description;Activity_Details;$/€ 
VG;8796163276801;Marriott's Grand Chateau;Activity 29;Drum Circle;Come be a part of our rhythm. ;1 time each week ;
VG;8796163276801;Marriott's Grand Chateau;Activity 30;Logo Game;Think you know your logos? Well this quiz includes logos from restaurants, social networks, gaming and more!;1 time each week ;
VG;8796163276801;Marriott's Grand Chateau;Activity 31;Bath and Body Shop;Sit down, relax and create a custom body wash or bath bomb.;Each, 1 time each week ;$
VG;8796163276801;Marriott's Grand Chateau;Activity 32;Light Sabers;Become a Jedi Master or Sith Lord by creating your very own lightsaber!;Each, 1 time each week. ;$ 
VG;8796163276801;Marriott's Grand Chateau;Activity 33;Splash Bash Pool Party ;Join in on our fun poolside games while enjoying our DJ.;Summer only. ;
VG;8796163276801;Marriott's Grand Chateau;Activity 34;Vegas 101;First time to Vegas? Learn all the must do's!;1 time each week;
VG;8796163276801;Marriott's Grand Chateau;Activity 35;Duct Tape Roses;Learn how to craft a duct tape rose pen.;Cost per pen;$
VG;8796163276801;Marriott's Grand Chateau;Activity 36;Mocktail Mixology;Learn how to make a few of our favorite non-alcoholic mocktails.;Per person;$ 
VG;8796163276801;Marriott's Grand Chateau;Activity 37;Chocolate Tasting;Enjoy dipping a few of our sweet treats into white, milk, or dark chocolate. ;1 time each week ;
VG;8796163276801;Marriott's Grand Chateau;Activity 38;Rummy, Rum and Rum Cakes;Join your activities team in a few rounds of the card game Rummy 500 while enjoying a rum based cocktail with rum cake! ;1 time each week ;
VG;8796163276801;Marriott's Grand Chateau;Activity 39;Flamingo Walk;Join us for a stroll to see some flamingos!;Walk down to Flamingo Hotel, 1 time each week ;
VG;8796163276801;Marriott's Grand Chateau;Activity 40;Strength Training;Learn the correct way to strengthen your body.;1 time each week;
VG;8796163276801;Marriott's Grand Chateau;Activity 41;Fitness Bands;Come join this fun, strength building fitness class involving resistance bands.;1 time each week;
VG;8796163276801;Marriott's Grand Chateau;Activity 42;Morning Run;Join Jayna for a run around the Las Vegas Strip!;1 time each week;
VG;8796163276801;Marriott's Grand Chateau;Activity 43;Kettlebells;Join us for one of the oldest and best workouts.;1 time each week;
VG;8796163276801;Marriott's Grand Chateau;Activity 44;aquaJIVE;Join in on this fun course in the pool.;1 time each week;
VG;8796163276801;Marriott's Grand Chateau;Activity 45;HITT;Join in on these High Intensity Interval Trainings.;1 time each week;
VG;8796163276801;Marriott's Grand Chateau;Activity 46;Yoga;Come enjoy this relaxing 45 minute course.;3 times each week;
VG;8796163276801;Marriott's Grand Chateau;Activity 47;Monring Walk;Our guided walking tour will feature fun facts about the Las Vegas strip.;1 time each week;
VG;8796163276801;Marriott's Grand Chateau;Activity 48;Stair Climb;Climb the 38 floors of Grand Chateau.;1 time each week;
VG;8796163276801;Marriott's Grand Chateau;Activity 49;Ab Class;Join Jayna to strengthen your core.;1 time each week;
VG;8796163276801;Marriott's Grand Chateau;Activity 50;Mobility and Balance;Start your morning off right with these engaging mobility movements while practicing balancing techniques.;1 time each week;
SR;8796163276801;Marriott's Shadow Ridge;Activity 1;Candy Sushi;Children of all ages can master the art of sushi making with this fun and sweet twist on a Japanese classic!;"Activity for all ages using fruit roll-ups as ""seaweed,"" Swedish fish and gummy worms as ""seafood,"" and rice krispies as ""sticky rice."" Requires reservations.";$
SR;8796163276801;Marriott's Shadow Ridge;Activity 2;Movie Bingo;An exciting take on traditional Bingo using movie trailers and famous scenes to fill up your board and win a prize.;Utilizing our giant media wall at our Enclaves pool - for all ages and families/groups.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 3;Hoppy Hour;Get to know our local Coachella Valley Brewing Co. and their most popular beers in this 1 hour tasting class.;This class is 1 hour long and 21+. Guests taste 4 different beers and enjoy giant soft pretzels and honey mustard from our on-site restaurant. Requires reservations.;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 4;Wine Social;Join us for complimentary wine combined with live entertainment and a selection of cheese and crackers.;Families are welcome in this evening social featuring 2 CK Mondavi wines - Chardonnay and Cabernet Sauvignon. Choose from pepper jack, cheddar, and swiss cheeses with a variety of cracker assortments. Pink lemonade for the children.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 5;More Than a S'more;"This 2 hour s'mores event features gourmet s'more options and hot chocolate with a ""boozy hot cocoa"" bar which includes Kahlua, Bailey's, or Peppermint Schnapps";A family friendly event by our Enclaves firepit. 2 s'mores and a hot chocolate, or individual pricing is also available. ;$
SR;8796163276801;Marriott's Shadow Ridge;Activity 6;Beer Social;Taste 2 beers from our local La Quinta Brewing Co. paired with complimentary fries from the bar with musical entertainment.;Complimentary beer and fries. Guests taste La Quinta's Poolside Blonde or their Even Par IPA. Families welcome, there is pink lemonade for the children and non-drinkers. Music by Carl Ross;
SR;8796163276801;Marriott's Shadow Ridge;Activity 7;Casino Night;2 hour long event with a variety of games to choose from ranging from blackjack to poker to bridge and more!;For ages 21+ only. No actual money is bet, all for fun! Offering cool prizes like shot glasses and koozie's for the lucky winners.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 8;Pancake Breakfast;You can enjoy 2 fresh pancakes straight off the griddle with a choice of toppings and an orange juice. We also feature a Build Your Own Bloody Mary Bar & Mimosa Bar  *cost may be affiliated*;Pancake breakfast, Bloody Marys, and Mimosas. For families with all ages. Choose from toppings like strawberries, blueberries, chocolate chips, whipped cream, etc. Mimosas come with a variety of juice mixtures like classic orange juice, grapefruit juice, and cranberry juice using a J. Roget Brut Champagne. ;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 9;Wreath Making;Get crafty in this DIY wreath making class fit for any season.;Wreaths are fit for any season with our fall and winter decorating options as well as spring and summer designs. Cost for guests 12+. Requires reservations.;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 10;reFUEL: Juicing 101;Learn about a variety of healthy, refreshing juicing options in this quick, easy, and tasty class!;Each ingredient has a special purpose in each juice we showcase! Learn about each of these in this complimentary class. For all ages. Guests will try the drink and be able to take home their own recipe card to reinvent at their own convenience. Requires reservations.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 11;Deal or No Deal;Join in on the fun for this interactive version of Deal or No Deal using our giant Media Wall screen!;This complimentary game is played poolside, weather permitting. Play in teams or as individuals. Fun for the whole family!;
SR;8796163276801;Marriott's Shadow Ridge;Activity 12;Stuff-a-Buddy;Bring one of our stuffed animals to life using our giant stuffing machine and a lots of love!;"Each child gets to place a bear ""soul,"" a star for ""wishes,"" and a butterfly full of ""good luck"" inside of their small or large buddy. Great for all ages!";$
SR;8796163276801;Marriott's Shadow Ridge;Activity 13;Botanical Tour;Learn about our interesting and unique desert plants in this 45-minute nature walk on our property trails.;Requires walking on a trail throughout property and the ability to stand for 30 minutes to an hour. This tour is complimentary and comes with a nature guide for each guest to take with them.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 14;Soap Making;A DIY soap making activity with your very own combination of scents and colors that make great gifts or personal souvenirs from your vacation;This class requires a reservation and is for all ages.;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 15;Star Gazing;Meet us at the Enclaves Park for a close up look into the starry night sky with our telescope and iPad Sky Viewer.;Uses our 25 mm lenses on an Orion telescope to view close-up shots of the moon. We have a starry night sky viewing app on our iPad that we also will bring along to highlight and find certain stars, planets, and constellations and their information. Great activity for full-moon nights and/or evenings where planets are present in the sky. This is complimentary.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 16;Poolside Bingo;Join us poolside for family friendly bingo and a chance to win some cool prizes!;No reservations required - Just show up ready to win. Complimentary. There are varying games such as traditional one-row, double bingo, four corners, and blackout. 5 rounds are played and prizes are given to each winner. Can be played in the pool or while relaxing in the pool chairs.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 17;Open Studio;"Kids and adults are invited to paint miniature ceramic banks for their future ""vacation"" funds!";Children ages 3+. per craft to paint - no reservations required. Ceramic banks of different styles and animals are available as well as picture frames and other wooden/ceramic items based on availability. Items are glazed after they dry and are ready for pickup the next day!;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 18;Name That Tune;Try to guess these famous songs with clips each lasting just a few seconds!;Can play individually or in teams. No reservations required and complimentary! Game is played poolside and for all ages.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 19;Family Feud;Families battle for the number one spot in this Shadow Ridge version of the famous game show!;All ages welcome - No reservations required.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 20;Sundaes & Floats;3 scoops of ice cream & all the toppings one can handle!; Floats & Sundaes. Floats are given options such as Coca Cola, Root Beer, Orange Soda, and Crème Soda. Sundaes are given 3 scoops and their choice of several toppings and syrups! No reservation required and Sundaes are served for the hour.;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 21;Minute to Win It;Join us poolside for 60-second competitions and timed games to win the grand prize!;No reservations required! Kids preferred but all ages welcomed.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 22;Survival Bracelets;A hands-on bracelet making class using paracord to create a strong, resilient bracelet that can be practically used in any outdoor experience!;Requires reservations and is per bracelet. Entire bracelet takes about 30 minutes to make and is recommended for kids aged 10+.;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 23;Solar Astronomy;Stare at the sun without the damaging effects using our Solar Telescope while learning interesting facts about our very own star!;Complimentary & poolside! Weather permitting based on clouds, rain, or dust.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 24;Arrowhead Necklaces;Choose from our handmade arrowhead collection and colorful beads to create a necklace that is all your own.;Per Arrowhead necklace, limit one arrowhead to each necklace. No reservation required. Recommended for children 5+.;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 25;Date Shakes;Dates are one of Palm Desert's greatest treasures. Come enjoy a tasty, sweet and creamy shake using the famous Shield's Date Farm recipe!;Shakes are made using Shields date crystals, almond milk, and vanilla ice cream. No reservations required!;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 26;Bird Houses;Join AnneMarie in painting intricate bird houses in her 1 hour class.;All ages welcome - per bird house. Reservations are required. Third Party Vendor;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 27;Wine & Design;Paint 2 coasters in this wine and paint style class.;Per person and that includes 2 tiles and 2 glasses of wine. Tiles are ready the next day after being glazed. 21+ only activity. Wine used is CK Mondavi Cabernet Sauvignon or Chardonnay;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 28;Chocolate Tasting with Wine;Come with your sweet tooth to this chocolate tasting course that is complimented with a glass of CK Mondavi Cabernet Sauvignon!;21+ only. Taste chocolates from varying percentage levels of cacao and learn about the history of chocolate in this informative and delicious class.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 29;Spa Creations;Choose from a selection of DIY spa options to create including lip balms, sugar scrubs and bath salts that are uniquely yours.;Spa creations use a variety of ingredients including coconut oils, essential oils, beeswax, and food colorings. We advise guests with allergies to any of these items to check with the associate teaching the activity to provide an ingredient list. Prices range from $3 - $6 and require reservations.;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 30;Hummus Making;5 ingredient hummus that's simple, satisfying, and a healthy snack!;Reservations required - Complimentary activity held in the activities center kitchen. Guests watch how the hummus is made and then enjoy a taste with sides of pretzels and pita chips;
SR;8796163276801;Marriott's Shadow Ridge;Activity 31;Sandy Candy;Fill up a 12-inch tube with as many sandy candy flavors that your sweet tooth can possibly handle.;Foot long tube and as many flavors that will fit inside. Children fill up the tubes themselves - No reservations required.;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 32;Playdough Making;This hands-on craft helps you to create this classic art material to bring back home with you.;Requires reservations - batch of play-dough. Uses salt, flour, food coloring, and oils. Quick and easy recipe card given at the end of the class for a fun DIY activity at home;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 33;Fudge Making;Join us in DIY chocolate fudge making using a simple recipe that will satisfy any choco-holic!;Reservations required, each person creates fudge using a cookie cutter design. Fudge takes 2 hours to cool down and harden completely, however they are given the option to eat it warm immediately after with some vanilla ice cream. Each batch costs per person.;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 34;Poolside Trivia;Test your knowledge in this poolside trivia gameshow that's fun for the whole family!;No reservations required, for all ages - just show up for the fun! Poolside and team-based, however individuals are welcome to play as well.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 35;Candle Making;This is the perfect craft for the whole family that allows each participant create a candle all their own using their scent of choice and selection of colored dyes;Quick and easy - Candles are completed in under 15 minutes. Reservations required. Adult assistance needed for children under 10 as candle wax is extremely hot. Candles are made inside mason jars using essential oil scents and special candle dyes. ;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 36;Basketball Tournament;Compete for the title of Marriott Shadow Ridge Basketball Champ in this fun game for the teens!;Complimentary/Ages 13-18. Games played depend on number of players that arrive - Horse, Knockout, and team vs. team are popular options.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 37;Volleyball Tournament;Jump in on a friendly competition of volleyball on our sand volleyball court where the winning team gets complimentary sundaes!;Reservations required. Depending on season, the activity is teens only or open to all ages. 3 rounds are played and winners are taken back to the activity center to receive their reward. ;
SR;8796163276801;Marriott's Shadow Ridge;Activity 38;Ping Pong Tournament;A friendly ping pong competition hosted by our activities team with a cool prize for the winner!;Reservations required. Depending on season, the activity is teens only or open to all ages. 3 rounds are played and winners are taken back to the activity center to receive their reward. One on one or two on two options. ;
SR;8796163276801;Marriott's Shadow Ridge;Activity 39;Music Bingo;Play this unique twist on traditional bingo by matching the music video clips to the songs on your board!;No reservations required - Activity is poolside using the jumbotron screen weather permitting. Complimentary for all guests. Limit one board per person.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 40;Caramel Apple Bar;This caramel apple bar is the perfect sweet tooth cure with a variety of toppings and sweet, warm caramel coated on a crisp green apple.;Apples are covered in melted caramel and each attendee gets to choose from their choice of toppings from our sundae bar (m&ms, sprinkles, Oreos, nuts, etc.) to coat the outside. Apples are Green Apples and require several minutes to cool down and harden after they are made. Reservations are not required.;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 41;Glass Etching;This easy-to-do glass etching class makes the perfect souvenir or gift for a loved one.;Reservations required. Adults preferred. ;
SR;8796163276801;Marriott's Shadow Ridge;Activity 42;Date Tasting;Come see what all the fuss about the desert's greatest hidden treasures are in our date tasting course, featuring Shield's Date Farm delicious and fresh dates.;Dates are locally sourced and the even is complimentary and free-flowing for guests to enjoy from 9am - 10am. No reservations are required. Some dates often featured are Medjool, Blonde, Khadrawi, and Daglet Noor dates.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 43;Tequila Mixology;Learn about the fascinating history of tequila and make some new friends while mixing up a classic margarita in this easy-to-follow recipe ;Class requires reservations and is 21+ only. Each guest receives 1 Margarita with 1 shot of tequila.;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 44;Vodka Mixology;"Learn about the world's most ""mixable"" liquor and make some new friends while mixing up your very own Moscow Mule with a simple, 4 ingredient recipe";Class requires reservations and is 21+ only. Each guest receives 1 Moscow Mule with 1 shot of vodka.;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 45;Sangria Social;Groove to our local band Ascape and enjoy a sangria fit for any fiesta, paired with chips and mild salsa.;Social is complimentary and for all ages with pink lemonade for the children. Sangria is store-bought and mixed with brandy and fruit from our on-site kitchen. Chips and Salsa are served. No reservation required. Social varies from 1 to 2 hours depending on season.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 46;Champagne Social;Come wind down during our evening champagne soiree featuring J. Roget Champagne paired with tasty macaroons and the soothing sounds of pianist Alexandar Borghese;Social is complimentary and for all ages with pink lemonade for the children. Champagne used is J. Roget Brut Champagne and macaroons are varied in 7 flavors. No reservation required. Social varies from 1 to 2 hours depending on season.;
SR;8796163276801;Marriott's Shadow Ridge;Activity 47;Slime Time;A fun, engaging, hands-on activity for children to create the wonders of slime using a easy-to-follow recipe.;All ages welcome, each child makes one batch of slime with their choice of colors. Recipe uses borax, water, and Elmer's glue. Reservations required.;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 48;Tie-Dye Shirts;The perfect way to remember your vacation for years to come with this logo MVC t-shirt that you get to create all your own!;Does not require reservations - Each shirt requires drying for 24-48 hours before washing by itself in the washing machine. For all ages.;$ 
SR;8796163276801;Marriott's Shadow Ridge;Activity 49;Dive-in Movie;Enjoy a movie by the pool (or in the pool) during our evening dive-in movie played on our giant media wall!;No reservations required - Just show up! PG Movies are played most nights, however these are subject to change during sports seasons. Movies are played rain or shine and are listed in the bi-weekly guide;
SR;8796163276801;Marriott's Shadow Ridge;Activity 50;Splash Bash;Join us for an hour of fun by the pool featuring games like musical stars, water balloon tosses, hot potato, and funky dancing!;Games are designed for children and young teens but all ages are welcome to play. No reservations required, completely complimentary. Hosted poolside at either Chuckwalla or Enclaves, depending on season.;
SN;8796163276801;Marriott's Oceana Palms;Activity 1;Painting Mania;Your choice of a ceramic bank, sand dollar, or wooden frame. ;Prices vary / All Ages;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 2;Sundaes & Floats;Top off your own sundaes and root beer floats with a variety of tasty toppings!;One scoop / Two scoops / Refillable Pass! / All Ages;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 3;Paint Night;Join us for a fabulous night of painting your very own masterpiece while sipping wine! Please register by 6 p.m. Space is limited! ; Adults 21+ ;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 4;Pub Trivia;Get the family together and join us for pub trivia night! The winning family will receive a $25 room credit!;Family;
SN;8796163276801;Marriott's Oceana Palms;Activity 5;Herbal Tea Tasting;Learn about all the fun facts and benefits herbal tea has for the body!;Family;
SN;8796163276801;Marriott's Oceana Palms;Activity 6;Wine Glass Etching;Come in and relax! You can etch a wine glass or a beer mug! One complimentary glass of wine will be offered for etching with us!;Per Glass / Adults ;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 7;DIY Sugar Scrubs;Create your own Peppermint, Lavender, or Pumpkin Spice body scrub as a nice souvenir!;All Ages ;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 8;Blackjack Night;Try your luck while enjoying a complimentary glass of wine or a beer of your choice!;;
SN;8796163276801;Marriott's Oceana Palms;Activity 9;Craft Power Hour;Come in and pick your craft: Piggy Banks, Sandy Candy, Sand dollars, and more!;Prices Vary / Family;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 10;Children's Miracle Network Bingo, S'mores, & Sangria Fundraising Party;Play bingo while relaxing fireside, sipping sangria, and roasting yummy marshmallows!;Donations Suggested / Family;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 11;Our Town Talk;Learn about all the places to visit in the area while enjoying Muffins & Mimosas!;;
SN;8796163276801;Marriott's Oceana Palms;Activity 12;Poolside Trivia;See who's the smarty!;;
SN;8796163276801;Marriott's Oceana Palms;Activity 13;The Art of Making Guacamole;Make your own homemade guacamole! Sign up ahead by dialing Ext. 3614.;Family ;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 14;Owner's Reception;Marriott Vacation Club Owners meet for refreshments & a property update!;Adults ;
SN;8796163276801;Marriott's Oceana Palms;Activity 15;Taco Tuesday;Live music from local band,: The Helmsmen. Enjoy chicken or beef tacos with all the tasty toppings. (while supplies last!) and Happy Hour at Reflections Bar! *cost may be affiliated*;Family ;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 16;S'mores & a Movie Night;Roast yummy S'mores while enjoying a movie under the stars!;Family;
SN;8796163276801;Marriott's Oceana Palms;Activity 17;Pancake Making;Learn how to make tasty pancakes! All proceeds will benefit the Children's Miracle Network!;Children's Miracle Network Donation / All Ages;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 18;Marriott's Oceana Palms 5k Walk Challenge for Children's Miracle Network;Participants will receive a medal and t-shirt! All proceeds will benefit the Children’s Miracle Network. Registrations opens at 9:45 a.m. ;Ages 13+;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 19;Think & Drink Trivia;Enjoy Happy Hour and trivia with us at the restaurant!;All Ages;
SN;8796163276801;Marriott's Oceana Palms;Activity 20;Art & Vino;Paint a masterpiece while sipping wine! Please register by 1 p.m. space is limited!;Adults 21+ ;$
SN;8796163276801;Marriott's Oceana Palms;Activity 21;Blind Wine & Cheese Tasting;Try to guess the secret wines. Winner will be announced at 6:45 p.m. and must be present to win!;Adults;
SN;8796163276801;Marriott's Oceana Palms;Activity 22;Build-a-Buddy;Stuff your favorite animal with love!;Ages 4+;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 23;Craft Beer Tasting;"Explore the world of locally crafted beers! Includes 5 different beers in our tasting!
";Adults 21+;$
SN;8796163276801;Marriott's Oceana Palms;Activity 24;Chips & Salsa Lessons;Enjoy chips, salsa and sangria while we host a night of Salsa Dancing for beginners! ;Family;
SN;8796163276801;Marriott's Oceana Palms;Activity 25;Coffee Tasting;Wake up with us and learn about the world of coffee!;Adults;
SN;8796163276801;Marriott's Oceana Palms;Activity 26;Tie Dye T -Shirts;Create a groovy t-shirt.;All Ages;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 27;Fondue Friday;Enjoy chocolate dipped treats such as strawberries, marshmallows, oreos and other tasty treats!;Family;
SN;8796163276801;Marriott's Oceana Palms;Activity 28;Ceramic Painting ;Stop in and choose your favorite ceramic bank to paint! There are many to choose from!;Ages 4+;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 29;Kids Night Out;Parents enjoy your night out while Kids party with your activities team! Enjoy Pizza, Ice Cream, Crafts, a Movie & More! Space is Limited. ;Cost Per Child / Ages 4+;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 30;Iron Chef Culinary Competition;Stop by to pick up your “secret” Ingredient! Must return by 4 p.m. with your dish! ;Family;
SN;8796163276801;Marriott's Oceana Palms;Activity 31;Little Scientists: Slime Time;Concoct your very own slime with your mad scientist crew!;Ages 4+;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 32;Little Scientists: Edible Play-Doh ;Concoct your very own edible Play-Doh with your mad scientist crew!;Ages 4+;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 33;Little Van Goghs;Kids learn how to paint a masterpiece and enjoy some yummy snacks.;Ages 6 to 13 Years Old;$ 
SN;8796163276801;Marriott's Oceana Palms;Activity 34;Glow in the Dark Basketball Knockout;Play a fun game of basketball knockout in the dark!;All Ages;
SN;8796163276801;Marriott's Oceana Palms;Activity 35;Glow in the Dark Beach Volleyball;Play a fun game of beach volleyball in the dark!;All Ages;
SN;8796163276801;Marriott's Oceana Palms;Activity 36;Swim Up Blackjack;Splash in and try your luck!;All Ages;
SN;8796163276801;Marriott's Oceana Palms;Activity 37;Candle Making;Create your own customized souvenir of your vacation!;Family;$
SN;8796163276801;Marriott's Oceana Palms;Activity 38;Whiskey & Bourbon Tasting;Explore the world of Whiskey & Bourbon!;Adults;$ 
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 1;reNEW: Pilates;Physical fitness system that improves flexibility, builds strength and develops control and endurance in the entire body.;Adult, Fitness;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 2;In-Trinity;In-Trinity is an elevated fitness board and training program designed to build strength, balance and flexibility, coordination and agility.;Adult, Fitness;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 3;Spin & Travel;Form of exercise with classes focusing on endurance, strength, intervals, high intensity and recovery using a bike.;Adult, Fitness;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 4;expressABS;Group class with different exercises to work out your abs.;Family, Fitness;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 5;aquavit;Form of aerobic exercise that requires water-immersed participants. Group fitness class setting with a trained professional teaching. ;Family, Fitness;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 6;powerBALANCE;Latex semi sphere with which to enhance your balance, increase your strength and endurance and improve your body posture.;Adult, Fitness;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 7;reNEW: Yoga;Yoga is an old discipline from India. It is both spiritual and physical. Yoga uses breathing techniques, exercise and meditation. It helps to improve health and happiness.;Adult, Fitness;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 8;reNEW: Stretching;stretch muscles and relax in this group class.;Adult, Fitness;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 9;freshAIR Fitness;Experience cardio and strength training in a fun outdoor environment.;Adult, Fitness;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 10;zumbaDANCE;Aerobic fitness program featuring movements inspired by various styles of Latin American dance and performed primarily to Latin American dance music.;Family, Fitness;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 11;gymINTRO;Meet our fitness Staff in the Gym to familiarize yourself with our equi p.m.ent and get your vacation off to a healthy start.;Adult, Fitness;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 12;gymCIRCUIT;Strengthen, tone and condition with a variety of exercises designed to give you a complete body workout.;Adult, Fitness;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 13;salsaDANCE;Learn how to dance this dance with our instructors.;Family, Fitness;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 14;flamencoDANCE;Learn how to dance this typical Spanish dance with our instructors.;Family, Fitness;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 15;Spanish Lessons;Come with us and learn some of our language.;Family, Social;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 16;Arts & Crafts;Come to make some nice souvenirs: cups, fans, hats…;Family, Social;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 17;Sushi Class;Come and learn how to prepare the authentic Japanese sushi.;Family, Social;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 18;Wine Tasting;Join us and taste a selection of different wines available in our Marketplace;Adult, Social;€ 
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 19;Paella & Sangria;Enjoy our Paella cooking class and learn how to make the best Spanish Sangria and experience a Great Flamenco Show.;Family, Social;€ 
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 20;Trivia;Science, Movies, Animals, Music, Celebrities, Sports. Ready to have a great time.;Family, Social;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 21;Football;Let's play a football match and get nice prizes.;Teen, Game;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 22;Table Tennis;Let's play a tennis table competition and a get nice cocktail.;Teen, Game;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 23;Water Polo;Jump into the pool and let's play a water polo match.;Teen, Pool;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 24;Bingo;Let's play, fill the numbers and win a great prize.;Family, Game;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 25;Petanca;Let's play a petanque competition and get nice prize.;Teen, Game;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 26;Basketball;Let's play a basketball match and get nice prizes.;Teen, Game;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 27;Cocktail Class;Learn how to prepare some fun drinks: mojitos, daiquiris and more;Adult, Social;€ 
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 28;Movie Evening;Visit our outdoor cinema by the main pool and enjoy a fantastic movie with popcorn.;Family, Social;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 29;Karaoke;What happens at Karaoke stays at Karaoke. No talent needed.;Family, Social;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 30;White Party;Get ready for a fun night featuring a DJ performance, club dance, mojitos together with our famous wish balloon release.;Family, Social;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 31;Poker Night;Ready to get lucky? Come and join us at poker night.;Adult, Social;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 32;Magic Show;Enjoy a fantastic magic show with our Magoo Tacony.;Family, Social;
MB;8796163276801;Marriott's Marbella Beach Resort;Activity 33;Kids Club;Children 3+ are welcome 9.30-1.30 p.m. and 3.00-5.00 p.m.;Kids, Game;
